Taxonomy	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__Archaea	0	0	0	0.000425795539095692	0	0.000303787465304088	0.000804219329916425	0.000272446459562599	7.81285947832667e-05	0	0.0147098749994816	0.0299017601504686	0.0713187787538707	0	0.000674730208487465	0.000325531687487972	0	0	8.93800709073875e-05	0.00311751447891066	0.000783361668276047	0.000372953346048328	0.000121756342939809	0.0397319045921857	0	0.030356441084604	0.0562946457300809	0.0103936584804567	0	0.0595017200091153	0.00816555364104794	0.000624820062834526	0.000352619064669897	0	0.0499074600451147	0.0184110173062239	0	0.000137738853211088	0.000217480409991895	0	0.00099131517857975	0.464988619661919	0.437300287652161	0.140063587867812	0.000222539564480392	6.83518039360919e-05	0.0013161164492996	0.13349273123945	0.189358180652071	0.175689175446076	0.23829354073734	0.000228485296343723	0.000663424079197843	0.0980493551290378	0.100309083281292	0	0.000281441198674538	0.216009762242464	0.215034753884612	0	0	0.420434417848618	0.174414804728091	0	0	0	0.000118636818726724	0.000280514363366619	0.000745130393355469	3.36332474212701	0	0.00159140229762579	0	0	0	0.223011959948246	0.00354311988737314	0.00059278231505188	0	0.000578789245494086	0	0	0	0	0.00260350471797427	0	0	0.00883095027463934	0	0	0	0	0.000105531027535221	8.14229484628117e-05	0	0.000339991651646233
k__Archaea|p__Euryarchaeota	0	0	0	0.000425795539095692	0	0.000303787465304088	0.000804219329916425	0.000272446459562599	7.81285947832667e-05	0	0.0147098749994816	0.0299017601504686	0.0713187787538707	0	0.000674730208487465	0.000325531687487972	0	0	8.93800709073875e-05	0.00311751447891066	0.000783361668276047	0.000372953346048328	0.000121756342939809	0.0397319045921857	0	0.030356441084604	0.0562946457300809	0.0103936584804567	0	0.0595017200091153	0.00816555364104794	0.000624820062834526	0.000352619064669897	0	0.0499074600451147	0.0184110173062239	0	0.000137738853211088	0.000217480409991895	0	0.00099131517857975	0.464988619661919	0.437300287652161	0.140063587867812	0.000222539564480392	6.83518039360919e-05	0.0013161164492996	0.13349273123945	0.189358180652071	0.175689175446076	0.23829354073734	0.000228485296343723	0.000663424079197843	0.0980493551290378	0.100309083281292	0	0.000281441198674538	0.216009762242464	0.215034753884612	0	0	0.420434417848618	0.174414804728091	0	0	0	0.000118636818726724	0.000280514363366619	0.000745130393355469	3.36332474212701	0	0.00159140229762579	0	0	0	0.223011959948246	0.00354311988737314	0.00059278231505188	0	0.000578789245494086	0	0	0	0	0.00260350471797427	0	0	0.00883095027463934	0	0	0	0	0.000105531027535221	8.14229484628117e-05	0	0.000339991651646233
k__Archaea|p__Euryarchaeota|c__Methanobacteria	0	0	0	0.000425795539095692	0	0.000303787465304088	0.000804219329916425	0.000272446459562599	7.81285947832667e-05	0	0.0147098749994816	0.0299017601504686	0.0713187787538707	0	0.000674730208487465	0.000325531687487972	0	0	8.93800709073875e-05	0.00311751447891066	0.000783361668276047	0.000372953346048328	0.000121756342939809	0.0397319045921857	0	0.030356441084604	0.0562946457300809	0.0103936584804567	0	0.0595017200091153	0.00816555364104794	0.000624820062834526	0.000352619064669897	0	0.0499074600451147	0.0184110173062239	0	0.000137738853211088	0.000217480409991895	0	0.00099131517857975	0.464988619661919	0.437300287652161	0.140063587867812	0.000222539564480392	6.83518039360919e-05	0.0013161164492996	0.13349273123945	0.189358180652071	0.175689175446076	0.23829354073734	0.000228485296343723	0.000663424079197843	0.0980493551290378	0.100309083281292	0	0.000281441198674538	0.216009762242464	0.215034753884612	0	0	0.420434417848618	0.174414804728091	0	0	0	0.000118636818726724	0.000280514363366619	0.000745130393355469	3.36332474212701	0	0.00159140229762579	0	0	0	0.223011959948246	0.00354311988737314	0.00059278231505188	0	0.000578789245494086	0	0	0	0	0.00260350471797427	0	0	0.00883095027463934	0	0	0	0	0.000105531027535221	8.14229484628117e-05	0	0.000339991651646233
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0	0	0	0.000425795539095692	0	0.000303787465304088	0.000804219329916425	0.000272446459562599	7.81285947832667e-05	0	0.0147098749994816	0.0299017601504686	0.0713187787538707	0	0.000674730208487465	0.000325531687487972	0	0	8.93800709073875e-05	0.00311751447891066	0.000783361668276047	0.000372953346048328	0.000121756342939809	0.0397319045921857	0	0.030356441084604	0.0562946457300809	0.0103936584804567	0	0.0595017200091153	0.00816555364104794	0.000624820062834526	0.000352619064669897	0	0.0499074600451147	0.0184110173062239	0	0.000137738853211088	0.000217480409991895	0	0.00099131517857975	0.464988619661919	0.437300287652161	0.140063587867812	0.000222539564480392	6.83518039360919e-05	0.0013161164492996	0.13349273123945	0.189358180652071	0.175689175446076	0.23829354073734	0.000228485296343723	0.000663424079197843	0.0980493551290378	0.100309083281292	0	0.000281441198674538	0.216009762242464	0.215034753884612	0	0	0.420434417848618	0.174414804728091	0	0	0	0.000118636818726724	0.000280514363366619	0.000745130393355469	3.36332474212701	0	0.00159140229762579	0	0	0	0.223011959948246	0.00354311988737314	0.00059278231505188	0	0.000578789245494086	0	0	0	0	0.00260350471797427	0	0	0.00883095027463934	0	0	0	0	0.000105531027535221	8.14229484628117e-05	0	0.000339991651646233
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0	0	0	0.000425795539095692	0	0.000303787465304088	0.000804219329916425	0.000272446459562599	7.81285947832667e-05	0	0.0147098749994816	0.0299017601504686	0.0713187787538707	0	0.000674730208487465	0.000325531687487972	0	0	8.93800709073875e-05	0.00311751447891066	0.000783361668276047	0.000372953346048328	0.000121756342939809	0.0397319045921857	0	0.030356441084604	0.0562946457300809	0.0103936584804567	0	0.0595017200091153	0.00816555364104794	0.000624820062834526	0.000352619064669897	0	0.0499074600451147	0.0184110173062239	0	0.000137738853211088	0.000217480409991895	0	0.00099131517857975	0.464988619661919	0.437300287652161	0.140063587867812	0.000222539564480392	6.83518039360919e-05	0.0013161164492996	0.13349273123945	0.189358180652071	0.175689175446076	0.23829354073734	0.000228485296343723	0.000663424079197843	0.0980493551290378	0.100309083281292	0	0.000281441198674538	0.216009762242464	0.215034753884612	0	0	0.420434417848618	0.174414804728091	0	0	0	0.000118636818726724	0.000280514363366619	0.000745130393355469	3.36332474212701	0	0.00159140229762579	0	0	0	0.223011959948246	0.00354311988737314	0.00059278231505188	0	0.000578789245494086	0	0	0	0	0.00260350471797427	0	0	0.00883095027463934	0	0	0	0	0.000105531027535221	8.14229484628117e-05	0	0.000339991651646233
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0	0	0	0.000425795539095692	0	0.000303787465304088	0.000804219329916425	0.000272446459562599	7.81285947832667e-05	0	0.0147098749994816	0.0299017601504686	0.0713187787538707	0	0.000674730208487465	0.000325531687487972	0	0	8.93800709073875e-05	0.00311751447891066	0.000783361668276047	0.000372953346048328	0.000121756342939809	0.0397319045921857	0	0.030356441084604	0.0562946457300809	0.0103936584804567	0	0.0595017200091153	0.00816555364104794	0.000624820062834526	0.000352619064669897	0	0.0499074600451147	0.0184110173062239	0	0.000137738853211088	0.000217480409991895	0	0.00099131517857975	0.464988619661919	0.437300287652161	0.140063587867812	0.000222539564480392	6.83518039360919e-05	0.0013161164492996	0.13349273123945	0.189358180652071	0.175689175446076	0.23829354073734	0.000228485296343723	0.000663424079197843	0.0980493551290378	0.100309083281292	0	0.000281441198674538	0.216009762242464	0.215034753884612	0	0	0.420434417848618	0.174414804728091	0	0	0	0.000118636818726724	0.000280514363366619	0.000745130393355469	3.36332474212701	0	0.00159140229762579	0	0	0	0.223011959948246	0.00354311988737314	0.00059278231505188	0	0.000578789245494086	0	0	0	0	0.00260350471797427	0	0	0.00883095027463934	0	0	0	0	0.000105531027535221	8.14229484628117e-05	0	0.000339991651646233
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	0	0	0	0.000425795539095692	0	0.000303787465304088	0.000804219329916425	0.000272446459562599	7.81285947832667e-05	0	0.0147098749994816	0.0299017601504686	0.0713187787538707	0	0.000674730208487465	0.000325531687487972	0	0	8.93800709073875e-05	0.00311751447891066	0.000783361668276047	0.000372953346048328	0.000121756342939809	0.0397319045921857	0	0.030356441084604	0.0562946457300809	0.0103936584804567	0	0.0595017200091153	0.00816555364104794	0.000624820062834526	0.000352619064669897	0	0.0499074600451147	0.0184110173062239	0	0.000137738853211088	0.000217480409991895	0	0.00099131517857975	0.464988619661919	0.437300287652161	0.140063587867812	0.000222539564480392	6.83518039360919e-05	0.0013161164492996	0.13349273123945	0.189358180652071	0.175689175446076	0.23829354073734	0.000228485296343723	0.000663424079197843	0.0980493551290378	0.100309083281292	0	0.000281441198674538	0.216009762242464	0.215034753884612	0	0	0.420434417848618	0.174414804728091	0	0	0	0.000118636818726724	0.000280514363366619	0.000745130393355469	3.36332474212701	0	0.00159140229762579	0	0	0	0.223011959948246	0.00354311988737314	0.00059278231505188	0	0.000578789245494086	0	0	0	0	0.00260350471797427	0	0	0.00883095027463934	0	0	0	0	0.000105531027535221	8.14229484628117e-05	0	0.000339991651646233
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii|t__SGB714	0	0	0	0.000425795539095692	0	0.000303787465304088	0.000804219329916425	0.000272446459562599	7.81285947832667e-05	0	0.0147098749994816	0.0299017601504686	0.0713187787538707	0	0.000674730208487465	0.000325531687487972	0	0	8.93800709073875e-05	0.00311751447891066	0.000783361668276047	0.000372953346048328	0.000121756342939809	0.0397319045921857	0	0.030356441084604	0.0562946457300809	0.0103936584804567	0	0.0595017200091153	0.00816555364104794	0.000624820062834526	0.000352619064669897	0	0.0499074600451147	0.0184110173062239	0	0.000137738853211088	0.000217480409991895	0	0.00099131517857975	0.464988619661919	0.437300287652161	0.140063587867812	0.000222539564480392	6.83518039360919e-05	0.0013161164492996	0.13349273123945	0.189358180652071	0.175689175446076	0.23829354073734	0.000228485296343723	0.000663424079197843	0.0980493551290378	0.100309083281292	0	0.000281441198674538	0.216009762242464	0.215034753884612	0	0	0.420434417848618	0.174414804728091	0	0	0	0.000118636818726724	0.000280514363366619	0.000745130393355469	3.36332474212701	0	0.00159140229762579	0	0	0	0.223011959948246	0.00354311988737314	0.00059278231505188	0	0.000578789245494086	0	0	0	0	0.00260350471797427	0	0	0.00883095027463934	0	0	0	0	0.000105531027535221	8.14229484628117e-05	0	0.000339991651646233
k__Bacteria	62.305034663448	22.6261766656045	31.2919696674366	15.294341219191	45.2140309121244	21.5503742684746	34.3953489201539	39.4881000684919	41.7830242112839	46.9368026145446	12.7912747746563	9.53055316399887	13.8438543819582	37.013913695226	56.1087260679764	36.3763951295739	57.456947221345	29.199732759134	24.3232388857134	36.979744585955	39.8290480240238	35.4480600758198	24.3630069156884	27.9865563580329	22.27956374702	12.3715920158681	16.3550541417865	12.7905974377878	30.542839512356	27.0041205047137	7.87326082820847	24.3335541003613	28.8515651310707	19.3391810382016	25.4690839372098	14.5532217902092	23.2509152488667	30.0584446160873	27.2141335961512	30.0104551756658	27.1303915196391	44.330663285238	47.6959910267698	39.1209730497335	76.1197315485092	56.3544319974147	45.9241799903458	44.5333706455871	23.9908442972449	26.1667435213042	23.5853232373701	51.1441781342737	45.5865867391264	31.8439321017951	39.0824928783077	28.6111584891333	24.5884364513118	22.0453254340224	35.0890514176118	20.8721655123855	43.5947120674154	25.5319738557856	40.7740742349374	26.8153944721036	28.6572839382647	23.3081940432229	20.9129416340888	30.1477645070241	34.9488778103322	23.2513217829687	23.2408601584983	30.9583267243674	21.3459753342979	22.4808242513583	23.8389806854781	19.1922758178039	38.9589528408218	25.8103176115035	33.210009562354	38.0311593916937	28.9923065048567	21.507316276324	34.2026754932194	37.3214327631908	24.7465395094577	56.932294933331	27.0047146548666	32.0057849870323	36.0600647758332	25.6387782354768	14.492940070335	43.2788302125384	36.1843773620519	25.6311354134808	14.6766090289908	19.2027093011607
k__Bacteria|p__Actinobacteria	0.00516691476087693	0.0169290470779936	0.0227598855501979	0.00579447657802618	0.218038260178313	0.00807709297106825	0.111648804935392	0.226980805643702	0.0661682487603069	0.278933950622315	0.260087761989909	0.0537687437151726	0.336190126705222	0.00140812936208775	0.0880753464583608	0.00983664547995494	0.0447224351039168	0.00984675957658352	0.00263760201845747	0.362969452104715	0.319000685559982	0.0220918293686162	0.414835122575619	0.696928126899782	0.0638277628964404	0.270074706231005	1.11550099812643	1.36939074268942	0.0654405574647682	1.04581355920676	0.192845778684449	1.40376549863733	0.0905494853616526	0.00912203379521401	0.320888747086986	0.122181091834921	0.00540610158071945	0.913632576149892	9.22643206172853	1.26455617899878	3.12297491317097	0.0107413948500177	0.0653268487051825	0.0383452722061255	0.0210167991719951	0.00554113325591512	0.0889232091936989	0.066720434474793	0.0113947458061648	0.0114592979007388	0.00784602196387531	0.0565040647633466	0.0271176079144162	0.0498848721209873	0.0164978889850645	0.00908799694105045	0.284399353409143	0.00448695279616105	0.0524346051692761	0.97535212489656	0.0051123024333327	0.0814824616153553	0.00395628887731823	0.015156588300878	0.0134530163473527	0.0287369003089244	0.469015647469718	0.308561001874081	0.0866787258820064	0.121063374799648	0.0865273034940029	0.300109250718671	2.83137772637906	0.0590608202899255	0.0269228705019026	0.00594182722260629	0.129140471431567	0.0595586155236796	0.0510612892893576	0.221209987207613	0.467789753502314	0.441351077392881	0.505188537596388	0.220967818142139	0.0899396556614866	0.00952560978263967	0.173367762895819	0.138036196828763	0.443438372607941	0.216637439391378	0.00321460584374387	0.00353942905832121	0.0088498143993396	0.0466983657503347	0.223751416885217	0.00298297952505204
