Taxonomy	reSRR16235394	reSRR16235396	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407
k__Bacteria	40.6681730764593	42.2561046643762	37.4444966735565	32.5857561881869	54.5086375003185	62.4553689913123	27.1933247214304	30.4968775074145	30.3976988830743	60.3677642840756	41.758654128031
k__Bacteria|p__Actinobacteriota	16.3784782876369	10.2357587333758	3.84178677831977	1.16073983987465	35.9081961596051	16.7001627888573	2.8190433300109	5.62461028104229	8.09648699921157	22.1414429054196	15.5791891366991
k__Bacteria|p__Actinobacteriota|c__Actinomycetia	6.78178253337855	0.813645713059279	0.381233210181997	0.0413217055261266	5.6899942793444	1.20080285093996	0.399808783441557	1.18654234072846	5.16024919818335	14.5606494184201	5.59882698129248
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales	6.78178253337855	0.813645713059279	0.381233210181997	0.0413217055261266	5.6899942793444	1.20080285093996	0.399808783441557	1.18654234072846	5.16024919818335	14.5606494184201	5.59882698129248
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae	6.78178253337855	0.813645713059279	0.381233210181997	0.0413217055261266	5.6899942793444	1.20080285093996	0.399808783441557	1.18654234072846	5.16024919818335	14.5606494184201	5.59882698129248
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium	6.78178253337855	0.813645713059279	0.381233210181997	0.0413217055261266	5.6899942793444	1.20080285093996	0.399808783441557	1.18654234072846	5.16024919818335	14.5606494184201	5.59882698129248
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium adolescentis	4.12324558121015	0.00736323445549606	0.0036658235013554	1.80095138592981e-05	0.052572328709059	0.105381285922494	0.055152770327231	0.249020352451719	1.35723345580416	0.088079472155935	3.34451239117825
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium longum	0.633155227198643	0.00238819326582614	0.00185072684507894	0.000162400728747335	0.0397137552970465	0.0925821672774823	0.0314446280600931	0.647968708572126	0.269505136012502	0.565864005097439	0.588322175540842
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudocatenulatum	0.0264690143905047	0.000918389885347264	0.282377223475006	0.0009735349834792	3.27989703289827	0.00196430314206705	0.00166688434199683	0.00194643203392943	2.31709031913211	0.00688975517028884	0.0407537953444779
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pseudolongum	0.000400865291153362	0.00120966241210531	0	0.00015066004910965	0.000516097127523221	0.000189973189332737	4.74001391510836e-05	9.23830238815532e-05	0.000214871957141976	4.87572581022233	0.000449890290186509
k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Actinomycetales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pullorum_B	1.9985118452881	0.801766233040504	0.0933394363605558	0.0400171002509311	2.3172950653125	1.00068512140858	0.311497100573085	0.287514464646801	1.21620541527744	9.02409037577411	1.62478872893872
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia	9.59669575425834	9.4221130203165	3.46055356813777	1.11941813434853	30.2182018802607	15.4993599379173	2.41923454656935	4.43806794031384	2.93623780102822	7.58079348699947	9.98036215540658
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales	9.59669575425834	9.4221130203165	3.46055356813777	1.11941813434853	30.2182018802607	15.4993599379173	2.41923454656935	4.43806794031384	2.93623780102822	7.58079348699947	9.98036215540658
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0.307832634428496	0.310122227673257	0.310305968861606	0.0571617469685283	2.83933057052785	0.543113884221169	0.07666921221358	0.0650188687509483	0.17331841961235	0.538701089088205	0.190169098365113
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella	0.17721409196988	0.219292232126599	0.125882253323895	0.042760856177355	0.33127279493562	0.23999668170536	0.012671245343631	0.0178282173386425	0.0463843531104321	0.00514876599254515	0.0307351746067313
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella sp900544655	0.17721409196988	0.219292232126599	0.125882253323895	0.042760856177355	0.33127279493562	0.23999668170536	0.012671245343631	0.0178282173386425	0.0463843531104321	0.00514876599254515	0.0307351746067313
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter	0.130618542458616	0.0908299955466576	0.184423715537711	0.0144008907911733	2.50805777559223	0.303117202515808	0.063997966869949	0.0471906514123059	0.126934066501918	0.53355232309566	0.159433923758381
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter provencensis	0.0417659424877317	0.0082739876651528	0.0122681275169867	0.002207891925103	0.0244697342485991	0.177566342719896	0.0398303946816952	0.0254318629126959	0.0867248903081297	0.469730565373352	0.0825715231703633
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	8.53755468207516	8.88825135024793	2.77959724989723	0.809973166951895	25.8097558775927	14.4525631267349	2.19693965472518	4.12927187021465	2.47995621662352	5.82623453032085	9.08243387392642
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	8.32907972537701	8.86829136620046	2.77226799840113	0.804972373223081	25.7168803948167	13.8883822816845	2.02895446466878	4.09853128432379	2.20343151070787	5.81755363818836	7.97289871907161
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp900548365	0.413069463284957	0.134086386350773	0.150064235096677	0.0193695710427106	0.362338968099609	2.82636265224928	0.276863851553559	0.166678134309278	0.21996782095347	0.15635759777981	1.2252197849263
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp900555555	1.57093723191528	0.00378884630352066	0.0238529818149572	0.00218249191721422	0.391419647752855	0.149014060919799	0.0082846245642439	0.00201143758577439	0.0199473156686677	0.0218746460088563	0.15479476404053
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella sp902362275	1.08571440726221	6.49662306864148	1.07588112845893	0.2832505467331	3.97828111115146	0.765266611866764	0.213459971799793	3.13542945597783	0.305529149617065	0.300656556115418	0.774135587342312
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris	3.78987819569498	1.34395713844932	0.433586381477373	0.187065407536021	4.8327786623006	7.12322803219855	0.695261122485012	0.501595374929933	0.825833860644047	4.23889891942987	4.28824561969643
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella tanakaei	0.986212159332302	0.607349879022035	0.61391123194372	0.140581213438365	2.60785275477875	2.21302596351563	0.685975783401158	0.180114929827822	0.563748352992065	0.956457339202787	1.08387101254143
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coprousia	0.0199264050494828	0.00156889781001687	0.000836139185016633	0.00080405202988262	0.00421918072361549	0.0340727173852351	0.0149047609113999	0.00229610993291959	0.0115895652299976	0.00140308312000762	0.077268783420337
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Coprousia|s__Coprousia sp002159765	0.0199264050494828	0.00156889781001687	0.000836139185016633	0.00080405202988262	0.00421918072361549	0.0340727173852351	0.0149047609113999	0.00229610993291959	0.0115895652299976	0.00140308312000762	0.077268783420337
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma	0.123048060665833	0.0171654426503178	0.00374333107154882	0.00206737866423252	0.0215660266718926	0.430770446959894	0.110004221409507	0.0159045018450539	0.221524303963101	0.000430022939903955	0.780361220000375
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma massiliensis	0.123048060665833	0.0171654426503178	0.00374333107154882	0.00206737866423252	0.0215660266718926	0.430770446959894	0.110004221409507	0.0159045018450539	0.221524303963101	0.000430022939903955	0.780361220000375
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae	0.751308437754689	0.223739442395317	0.370650349378937	0.252283220428104	1.56911543214023	0.503682926961236	0.145625679630587	0.243777201348239	0.282963164792349	1.21585786759042	0.707759183115049
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__CAAEEV01	0.156352746600818	0.0601135603867043	0.0883220736193171	0.0841395042018794	0.318772575744625	0.158465375419194	0.0435377023920964	0.0207787860624235	0.0704308049248251	0.225361774437806	0.191157291155435
