Taxonomy	reSRR9320187	reSRR9320188	reSRR9320191	reSRR9320192	reSRR9320193	reSRR9320194	reSRR9320195	reSRR9320196	reSRR9320197	reSRR9320198	reSRR9320199
k__Archaea	0.721625803443672	1.36195632176003	0.0441575122344928	0.831242514247373	0.03954946539066	0.051220018814845	0.519777190411574	0.59995372238695	0.930677472472709	0.889671199705309	1.07705398038245
k__Archaea|p__Euryarchaeota	0.161703721653773	0.196411895102748	0.0199006052578509	0.144942683875393	0.0177103978919206	0.0209788287356125	0.0592768624200401	0.191659553044793	0.172939492246712	0.213213502625583	0.186268011092376
k__Archaea|p__Euryarchaeota|c__CFGB9272	0.161703721653773	0.196411895102748	0.0199006052578509	0.144942683875393	0.0177103978919206	0.0209788287356125	0.0592768624200401	0.191659553044793	0.172939492246712	0.213213502625583	0.186268011092376
k__Archaea|p__Euryarchaeota|c__CFGB9272|o__OFGB9272	0.161703721653773	0.196411895102748	0.0199006052578509	0.144942683875393	0.0177103978919206	0.0209788287356125	0.0592768624200401	0.191659553044793	0.172939492246712	0.213213502625583	0.186268011092376
k__Archaea|p__Euryarchaeota|c__CFGB9272|o__OFGB9272|f__FGB9272	0.161703721653773	0.196411895102748	0.0199006052578509	0.144942683875393	0.0177103978919206	0.0209788287356125	0.0592768624200401	0.191659553044793	0.172939492246712	0.213213502625583	0.186268011092376
k__Archaea|p__Thaumarchaeota	0.559922081789899	1.16554442665729	0.0242569069766419	0.686299830371981	0.0218390674987394	0.0302411900792326	0.460500327991534	0.408294169342157	0.757737980225997	0.676457697079726	0.890785969290071
k__Archaea|p__Thaumarchaeota|c__CFGB16997	0.00150268456827883	0.00237227297632817	0.00300237213053728	0.00296880526402145	0.00284004938744792	0.00194569598306049	0.074378779060457	0.0934778948128202	0.246227806339305	0.155743209874206	0.197913288456948
k__Archaea|p__Thaumarchaeota|c__CFGB16997|o__OFGB16997	0.00150268456827883	0.00237227297632817	0.00300237213053728	0.00296880526402145	0.00284004938744792	0.00194569598306049	0.074378779060457	0.0934778948128202	0.246227806339305	0.155743209874206	0.197913288456948
k__Archaea|p__Thaumarchaeota|c__CFGB16997|o__OFGB16997|f__FGB16997	0.00150268456827883	0.00237227297632817	0.00300237213053728	0.00296880526402145	0.00284004938744792	0.00194569598306049	0.074378779060457	0.0934778948128202	0.246227806339305	0.155743209874206	0.197913288456948
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified	0.55841939722162	1.16317215368096	0.0212545348461046	0.683331025107959	0.0189990181112915	0.0282954940961721	0.386121548931077	0.314816274529337	0.511510173886692	0.520714487205521	0.692872680833124
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified	0.55841939722162	1.16317215368096	0.0212545348461046	0.683331025107959	0.0189990181112915	0.0282954940961721	0.386121548931077	0.314816274529337	0.511510173886692	0.520714487205521	0.692872680833124
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified	0.55841939722162	1.16317215368096	0.0212545348461046	0.683331025107959	0.0189990181112915	0.0282954940961721	0.386121548931077	0.314816274529337	0.511510173886692	0.520714487205521	0.692872680833124
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota_unclassified|o__Thaumarchaeota_unclassified|f__Thaumarchaeota_unclassified|g__Candidatus_Nitrosotalea	0.554348049454679	1.15810973245883	0.013130653148523	0.678652456682055	0.00968818234772675	0.0170187158521684	0.0166906928393091	0.0464852218550247	0.0869563769028026	0.0849377934468157	0.0929958823479642
k__Bacteria	8.23584076803719	6.2880985380144	2.26249689480014	6.84748111774585	2.18813342626001	2.2297648149438	17.4663397575725	11.0664085050788	5.45601721757426	6.89280150861001	5.69623068265178
k__Bacteria|p__Acidobacteria	0.334083984322049	0.395505054603619	0.834820537301301	0.392655310929508	0.865674090028726	0.82292849913051	1.99780024554044	0.819053674128127	0.301716727714054	0.523519382833055	0.339549680132325
k__Bacteria|p__Acidobacteria|c__CFGB10843	0.0135338679997412	0.0333836643569572	0.141782529314891	0.0288526999367531	0.0874371256621774	0.102247030330401	0.0120869801281489	0.0047106562005321	0.00441616403435033	0.00487078713103945	0.00254975131040877
k__Bacteria|p__Acidobacteria|c__CFGB10843|o__OFGB10843	0.0135338679997412	0.0333836643569572	0.141782529314891	0.0288526999367531	0.0874371256621774	0.102247030330401	0.0120869801281489	0.0047106562005321	0.00441616403435033	0.00487078713103945	0.00254975131040877
k__Bacteria|p__Acidobacteria|c__CFGB10843|o__OFGB10843|f__FGB10843	0.0135338679997412	0.0333836643569572	0.141782529314891	0.0288526999367531	0.0874371256621774	0.102247030330401	0.0120869801281489	0.0047106562005321	0.00441616403435033	0.00487078713103945	0.00254975131040877
