Taxonomy	reERR1346801	reERR1346802	reERR1346803	reERR1346804	reERR1346805	reERR1346806	reERR1346807	reERR1346808	reERR1346809	reERR1346810	reERR1346811	reERR1346812	reERR1346813	reERR1346814	reERR1346815	reERR1346816	reERR1346817	reERR1346818	reERR1346819	reERR1346820	reERR1346821	reERR1346822	reERR1346823	reERR1346824	reERR1346825	reERR1346826	reERR1346827	reERR1346828	reERR1346829	reERR1346830	reERR1346831	reERR1346832	reERR1346833	reERR1346834	reERR1346835	reERR1346836	reERR1346837	reERR1346838	reERR1346839	reERR1346840	reERR1346841	reERR1346842	reERR1346843	reERR1346844	reERR1346845	reERR1346846	reERR1346847	reERR1346848	reERR1346849	reERR1346850	reERR1346851	reERR1346852	reERR1346853	reERR1346854	reERR1346855	reERR1346856	reERR1346857	reERR1346858	reERR1346859	reERR1346860	reERR1346861	reERR1346862	reERR1346863	reERR1346864	reERR1346865	reERR1346866	reERR1346867	reERR1346868	reERR1346869	reERR1346870	reERR1346871	reERR1346872	reERR1346873	reERR1346874	reERR1346875	reERR1346876	reERR1346877	reERR1346878	reERR1346879	reERR1346880	reERR1346881	reERR1346882	reERR1346883	reERR1346884	reERR1346887	reERR1346888	reERR1346889	reERR1346890	reERR1346891	reERR1346892	reERR1346875.1	reERR1346878.1	reERR1346884
k__Bacteria	10.0409659521931	25.6781405973307	5.0860299600939	20.6899075177293	16.628270135331	21.0272749059211	45.7882386917111	37.8622209753441	17.0806581054059	25.6595873783238	8.19543038680217	13.4433099578968	5.31153856213272	36.1129983835771	18.4587259037451	3.71694244931357	14.9863414100179	9.1018154912324	22.7022591420163	11.6228232448761	27.4459501846133	14.1929215745587	9.7997719398341	26.8426641469926	28.9797302788783	6.08609174151378	10.3907197641496	0.821163515603534	30.2422985459115	5.6510264478186	14.0659731745701	25.6729728905877	22.1365099096936	19.6426336678739	24.4278058124488	2.66436145676854	22.6445031614823	29.5068044693578	30.0964455627106	13.6997228664699	0.507752098905084	5.49145149818439	17.4380783031	1.84557384305939	7.23965635647042	1.65813953836892	3.94882059770762	14.6775985903489	11.4397550532908	7.88106960608351	4.90916918959362	0.0483565576158689	2.26236688361824	31.2346822683251	6.46975412842798	9.32350437682417	11.9668010460856	0.561152395894676	16.7682170462224	10.4537631682828	7.96029505759529	0.316518809777047	1.01452215724541	11.8585919862123	22.6941994409303	11.6203212929264	10.0336706294405	9.55326976850563	2.32399894060114	16.4722291725505	1.23996623190019	9.30646346482274	17.5321461235672	15.6357635909187	0	4.64564597056725	0.933805937998206	0	2.91124385860162	6.11761583723181	5.61451077966097	15.0850756111164	0.0681566571620856	0	9.66351734918492	11.9640751504798	25.2246671058497	4.42360038470101	49.2070572241376	5.39711890108973	0	0	0
k__Bacteria|p__Acidobacteriota	0.000328498887657464	0.00725189479144574	0.175210961129668	0.000373204420313904	0.00464412706507619	0.0221757247009869	0.000225229205423698	0.00118155341917906	0.00439979450782568	0.00207532599243393	0.00112452827858792	0.000739783839372606	0.000556035689461943	0.000539990047819261	0.000296844712053912	0.00153423726523375	0.00150650621259384	0.0103791413277178	0.000300165569659897	0.00244180710979731	0.122956919812257	1.14604972511293	0.00142167808224595	0.100197515392546	0.00155851671060129	0.00824528632924534	0.00452731060803293	0.00704051138527284	0.000410507308692782	0.00562437794995222	0.00044308317689396	0.000142357731518697	0.327401743152497	0.123434003616535	0.00577772037065076	0.00283081465524846	0.00277878434038704	0.00423204723503529	0.326398080511534	3.9701962878398	0.0102769838665982	0.130363573273175	0.077439409222079	0.0018903333139362	0.0288861775759657	1.13673949562896	0.616068874843725	0.146176945523813	0.00321914032056114	0.0266122143942932	0.00553316442541758	0.00108133318657316	0.0554155649349552	1.98578431770082	0.0753053986909946	4.37836122844897	0.0771573054582316	0.0152994160541993	0.0884122769501415	0.113603878654562	0.0114078203407879	0.00293693903035286	0.0153843912539896	0.135189305487017	5.56862565862353	0.0633430143982228	0.346337935532333	0.0103749988913014	0.0145373437829837	0.0103203123323465	0.024499543180624	0.0979028354851698	0.20164625620474	0.175753262129452	0	0.0464503643043478	0.131395582615395	0	0.145957300001295	0.236813634813943	0.278495586187089	0.00799896475988889	0.00470356773891007	0	0.0587925183297321	0.366773477163044	0.0033499572415811	0.147050920054717	0.0730155090052378	0.464220711496094	0	0	0
k__Bacteria|p__Acidobacteriota|c__Acidobacteriae	0.000159032696338044	6.82721423441547e-05	0.000186435668831115	0.000133391125430488	0.000155786101970305	0.000136550407031135	0.000169143837486015	0.000588796910838726	0.000173165138035924	0.000770731131510844	0	0.000149410649967601	0.000372613747313243	0.000162707768345186	3.72809572381041e-05	7.95652705040835e-05	0.000123537776260824	0.00021373314800864	0.000192718082957678	0.000889671833664975	0.000201987814458003	0.000206978956688502	0.000902512200361368	0.000546832701716627	0.000375276665870069	0.000336678677317599	0.000116760142142174	0.000143305290477674	0.000131523446867874	0.00036575715254928	3.45152938286224e-05	2.02494185193461e-05	0.318330328157251	0.119837220290957	0.00574091738252843	0.00118977293464092	0.00257014902916786	0.00417270504651088	0.00016747571625436	0.000189570416498787	0.000282406901518049	0.000253948919037337	0.000202969035928632	0	0.000107501380801538	0.000882845969408265	0	0.000103118632852099	0.000208142716943885	0.000149094976673022	0.000574646212919943	0	8.84419193633965e-05	5.54664657280541e-05	0.000277077834704584	0.000137557760535315	0.000162228131161893	0.00122141872792325	9.06536056713556e-06	0.000194512685178189	6.14583956063727e-05	0	0.000117597477293767	0.000348896288930672	4.38191201199925e-05	0.000389215892585575	0	4.16191892582599e-05	0	6.4261471805239e-06	0.000516623603705824	8.46423486315503e-05	7.56539951291075e-05	0	0	0.000109843237957594	0.128978241575923	0	0.144037645718511	0.23527170581801	0.2618219907718	0.00131733225997648	0	0	5.57857249940793e-05	0.000343692926020499	0.000208203948059221	0.000285990154744076	0.0726350586418336	0.463293639297239	0	0	0
k__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__Acidobacteriales	0.000159032696338044	6.82721423441547e-05	0.000186435668831115	0.000133391125430488	0.000155786101970305	0.000136550407031135	0.000169143837486015	0.000588796910838726	0.000173165138035924	0.000770731131510844	0	0.000149410649967601	0.000372613747313243	0.000162707768345186	3.72809572381041e-05	7.95652705040835e-05	0.000123537776260824	0.00021373314800864	0.000192718082957678	0.000889671833664975	0.000201987814458003	0.000206978956688502	0.000902512200361368	0.000546832701716627	0.000375276665870069	0.000336678677317599	0.000116760142142174	0.000143305290477674	0.000131523446867874	0.00036575715254928	3.45152938286224e-05	2.02494185193461e-05	0.318330328157251	0.119837220290957	0.00574091738252843	0.00118977293464092	0.00257014902916786	0.00417270504651088	0.00016747571625436	0.000189570416498787	0.000282406901518049	0.000253948919037337	0.000202969035928632	0	0.000107501380801538	0.000882845969408265	0	0.000103118632852099	0.000208142716943885	0.000149094976673022	0.000574646212919943	0	8.84419193633965e-05	5.54664657280541e-05	0.000277077834704584	0.000137557760535315	0.000162228131161893	0.00122141872792325	9.06536056713556e-06	0.000194512685178189	6.14583956063727e-05	0	0.000117597477293767	0.000348896288930672	4.38191201199925e-05	0.000389215892585575	0	4.16191892582599e-05	0	6.4261471805239e-06	0.000516623603705824	8.46423486315503e-05	7.56539951291075e-05	0	0	0.000109843237957594	0.128978241575923	0	0.144037645718511	0.23527170581801	0.2618219907718	0.00131733225997648	0	0	5.57857249940793e-05	0.000343692926020499	0.000208203948059221	0.000285990154744076	0.0726350586418336	0.463293639297239	0	0	0
k__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__Acidobacteriales|f__Acidobacteriaceae	0.000159032696338044	6.82721423441547e-05	0.000186435668831115	0.000133391125430488	0.000155786101970305	0.000136550407031135	0.000169143837486015	0.000588796910838726	0.000173165138035924	0.000770731131510844	0	0.000149410649967601	0.000372613747313243	0.000162707768345186	3.72809572381041e-05	7.95652705040835e-05	0.000123537776260824	0.00021373314800864	0.000192718082957678	0.000889671833664975	0.000201987814458003	0.000206978956688502	0.000902512200361368	0.000546832701716627	0.000375276665870069	0.000336678677317599	0.000116760142142174	0.000143305290477674	0.000131523446867874	0.00036575715254928	3.45152938286224e-05	2.02494185193461e-05	0.318330328157251	0.119837220290957	0.00574091738252843	0.00118977293464092	0.00257014902916786	0.00417270504651088	0.00016747571625436	0.000189570416498787	0.000282406901518049	0.000253948919037337	0.000202969035928632	0	0.000107501380801538	0.000882845969408265	0	0.000103118632852099	0.000208142716943885	0.000149094976673022	0.000574646212919943	0	8.84419193633965e-05	5.54664657280541e-05	0.000277077834704584	0.000137557760535315	0.000162228131161893	0.00122141872792325	9.06536056713556e-06	0.000194512685178189	6.14583956063727e-05	0	0.000117597477293767	0.000348896288930672	4.38191201199925e-05	0.000389215892585575	0	4.16191892582599e-05	0	6.4261471805239e-06	0.000516623603705824	8.46423486315503e-05	7.56539951291075e-05	0	0	0.000109843237957594	0.128978241575923	0	0.144037645718511	0.23527170581801	0.2618219907718	0.00131733225997648	0	0	5.57857249940793e-05	0.000343692926020499	0.000208203948059221	0.000285990154744076	0.0726350586418336	0.463293639297239	0	0	0
k__Bacteria|p__Acidobacteriota|c__Acidobacteriae|o__Acidobacteriales|f__Acidobacteriaceae|g__Terracidiphilus	0.000159032696338044	6.82721423441547e-05	0.000186435668831115	0.000133391125430488	0.000155786101970305	0.000136550407031135	0.000169143837486015	0.000588796910838726	0.000173165138035924	0.000770731131510844	0	0.000149410649967601	0.000372613747313243	0.000162707768345186	3.72809572381041e-05	7.95652705040835e-05	0.000123537776260824	0.00021373314800864	0.000192718082957678	0.000889671833664975	0.000201987814458003	0.000206978956688502	0.000902512200361368	0.000546832701716627	0.000375276665870069	0.000336678677317599	0.000116760142142174	0.000143305290477674	0.000131523446867874	0.00036575715254928	3.45152938286224e-05	2.02494185193461e-05	0.318330328157251	0.119837220290957	0.00574091738252843	0.00118977293464092	0.00257014902916786	0.00417270504651088	0.00016747571625436	0.000189570416498787	0.000282406901518049	0.000253948919037337	0.000202969035928632	0	0.000107501380801538	0.000882845969408265	0	0.000103118632852099	0.000208142716943885	0.000149094976673022	0.000574646212919943	0	8.84419193633965e-05	5.54664657280541e-05	0.000277077834704584	0.000137557760535315	0.000162228131161893	0.00122141872792325	9.06536056713556e-06	0.000194512685178189	6.14583956063727e-05	0	0.000117597477293767	0.000348896288930672	4.38191201199925e-05	0.000389215892585575	0	4.16191892582599e-05	0	6.4261471805239e-06	0.000516623603705824	8.46423486315503e-05	7.56539951291075e-05	0	0	0.000109843237957594	0.128978241575923	0	0.144037645718511	0.23527170581801	0.2618219907718	0.00131733225997648	0	0	5.57857249940793e-05	0.000343692926020499	0.000208203948059221	0.000285990154744076	0.0726350586418336	0.463293639297239	0	0	0
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia	0.00015693042874773	0.00710521646857042	0.174749783945039	0.000239813294883416	0.00427448848773352	0.0219679990442499	4.92101684497418e-05	0.00052836347619261	0.000228349749571669	0.000791432081631889	0.000929616170421536	0.000254241731795213	2.68544894109082e-05	0.000284691988563542	0.000213663689833752	0.000414103705628269	0.00115797486819698	0.00957600457052897	9.8070085253583e-05	0.00146257066906173	0.122741940563871	1.14565323790614	0.000499043964276792	0.0995979725272375	0.00111940669810893	0.00790595894264636	7.70048135084895e-05	0.000556696329616927	0.000128161078642782	0.00354454985598466	3.5767902293158e-05	9.01171698468486e-05	0.00897754780376799	0.00338955094227725	1.22418687317401e-05	0.00153175355449346	0.000162546086988442	4.22082138260679e-05	0.00385088549938814	3.92098662842829	0.00772952323499567	0.00363179211960105	0.000567966884233101	3.87049988464864e-05	0.000581977397861698	1.13523097151857	0.119616653695406	0.121665615271845	0.000888620770100472	0.00210915715402974	0.00377062812719732	0.000844118147609938	0.00221595416115932	0.0188642380515794	0.0246773219682032	0.000934200684943438	0.00142655919823733	0.00765486623083159	0.000534294176137538	0.0117599253937241	0.000171164615905845	0.000148202412469127	0.0052384135949792	0.00138687779557495	0.000693339989086978	0.00167728838829292	0.00017886568492314	0.000181703450372386	0.000207935904848348	0.000106903841307535	0.004246786044458	0.00206582787157451	0.00401161166956791	0.0039819539636648	0	0.00144290391489723	0.0018923641344868	0	0.000543677703089645	0.000182841772947281	0.00703067839537269	9.47996608106577e-05	0.0006536320768471	0	0.0578675477401673	0.301689474173317	0.000850057324219542	0.00295733584595309	0.000370314329294526	0.00069050894489917	0	0	0
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704	0.00015693042874773	0.00710521646857042	0.174749783945039	0.000239813294883416	0.00427448848773352	0.0219679990442499	4.92101684497418e-05	0.00052836347619261	0.000228349749571669	0.000791432081631889	0.000929616170421536	0.000254241731795213	2.68544894109082e-05	0.000284691988563542	0.000213663689833752	0.000414103705628269	0.00115797486819698	0.00957600457052897	9.8070085253583e-05	0.00146257066906173	0.122741940563871	1.14565323790614	0.000499043964276792	0.0995979725272375	0.00111940669810893	0.00790595894264636	7.70048135084895e-05	0.000556696329616927	0.000128161078642782	0.00354454985598466	3.5767902293158e-05	9.01171698468486e-05	0.00897754780376799	0.00338955094227725	1.22418687317401e-05	0.00153175355449346	0.000162546086988442	4.22082138260679e-05	0.00385088549938814	3.92098662842829	0.00772952323499567	0.00363179211960105	0.000567966884233101	3.87049988464864e-05	0.000581977397861698	1.13523097151857	0.119616653695406	0.121665615271845	0.000888620770100472	0.00210915715402974	0.00377062812719732	0.000844118147609938	0.00221595416115932	0.0188642380515794	0.0246773219682032	0.000934200684943438	0.00142655919823733	0.00765486623083159	0.000534294176137538	0.0117599253937241	0.000171164615905845	0.000148202412469127	0.0052384135949792	0.00138687779557495	0.000693339989086978	0.00167728838829292	0.00017886568492314	0.000181703450372386	0.000207935904848348	0.000106903841307535	0.004246786044458	0.00206582787157451	0.00401161166956791	0.0039819539636648	0	0.00144290391489723	0.0018923641344868	0	0.000543677703089645	0.000182841772947281	0.00703067839537269	9.47996608106577e-05	0.0006536320768471	0	0.0578675477401673	0.301689474173317	0.000850057324219542	0.00295733584595309	0.000370314329294526	0.00069050894489917	0	0	0
k__Bacteria|p__Acidobacteriota|c__Thermoanaerobaculia|o__UBA5704|f__UBA5704	0.00015693042874773	0.00710521646857042	0.174749783945039	0.000239813294883416	0.00427448848773352	0.0219679990442499	4.92101684497418e-05	0.00052836347619261	0.000228349749571669	0.000791432081631889	0.000929616170421536	0.000254241731795213	2.68544894109082e-05	0.000284691988563542	0.000213663689833752	0.000414103705628269	0.00115797486819698	0.00957600457052897	9.8070085253583e-05	0.00146257066906173	0.122741940563871	1.14565323790614	0.000499043964276792	0.0995979725272375	0.00111940669810893	0.00790595894264636	7.70048135084895e-05	0.000556696329616927	0.000128161078642782	0.00354454985598466	3.5767902293158e-05	9.01171698468486e-05	0.00897754780376799	0.00338955094227725	1.22418687317401e-05	0.00153175355449346	0.000162546086988442	4.22082138260679e-05	0.00385088549938814	3.92098662842829	0.00772952323499567	0.00363179211960105	0.000567966884233101	3.87049988464864e-05	0.000581977397861698	1.13523097151857	0.119616653695406	0.121665615271845	0.000888620770100472	0.00210915715402974	0.00377062812719732	0.000844118147609938	0.00221595416115932	0.0188642380515794	0.0246773219682032	0.000934200684943438	0.00142655919823733	0.00765486623083159	0.000534294176137538	0.0117599253937241	0.000171164615905845	0.000148202412469127	0.0052384135949792	0.00138687779557495	0.000693339989086978	0.00167728838829292	0.00017886568492314	0.000181703450372386	0.000207935904848348	0.000106903841307535	0.004246786044458	0.00206582787157451	0.00401161166956791	0.0039819539636648	0	0.00144290391489723	0.0018923641344868	0	0.000543677703089645	0.000182841772947281	0.00703067839537269	9.47996608106577e-05	0.0006536320768471	0	0.0578675477401673	0.301689474173317	0.000850057324219542	0.00295733584595309	0.000370314329294526	0.00069050894489917	0	0	0
k__Bacteria|p__Acidobacteriota|c__Vicinamibacteria	1.25357625716898e-05	7.84061805311636e-05	0.000274741515797362	0	0.00021385247537236	7.11752497059444e-05	6.87519948794193e-06	6.43930321477252e-05	0.00399827962021809	0.000513162779291198	0.000194912108166385	0.000336131457609792	0.000156567452737792	9.25902909105329e-05	4.5900064982055e-05	0.0010405682891014	0.000224993568136032	0.000589403609180152	9.37740144863523e-06	8.95646070706011e-05	1.29914339278986e-05	0.000189508250107478	2.0121917607795e-05	5.27101635913959e-05	6.38333466222921e-05	2.64870928138171e-06	0.00433354565238226	0.00634050976517824	0.000150822783182126	0.00171407094141828	0.00037279998077218	3.19911431525028e-05	9.38671914784829e-05	0.000207232383300339	2.45611193905934e-05	0.000109288166114077	4.60892242307426e-05	1.71339746983456e-05	0.322379719295892	0.0490200889950181	0.00226505373008451	0.126477832234537	0.0766684733019172	0.00185162831508971	0.0281966987973025	0.000625678140985389	0.496452221148319	0.0244082116191164	0.00212237683351678	0.0243539622635904	0.00118789008530032	0.000237215038963224	0.0531111688544324	1.96686461318351	0.0503509988880868	4.37728947000349	0.0755685181288323	0.00642313109544442	0.0878689174134368	0.10164944057566	0.0111751973292757	0.00278873661788374	0.0100283801817166	0.133453531402512	5.56788849951432	0.0612765101173443	0.34615906984741	0.0101516762516708	0.0143294078781354	0.0102069823438584	0.0197361335324602	0.0957523652649637	0.197558990540043	0.171771308165787	0	0.044897617151493	0.000524976904984568	0	0.00137597657969415	0.00135908722298553	0.00964291701991639	0.00658683283910175	0.00404993566206297	0	0.000869184864570784	0.0647403100637063	0.00229169596930234	0.14380759405402	1.01360341097348e-05	0.000236563253955645	0	0	0
