Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Archaea	0.631004067613325	0.257616549570225	0.0552154464715008	0.0779356097661767	0.0715620901100567	0.0458995764125679	0.0795357855104203	4.07298012205223	0.217701839925298	5.49170104521214	0.841814987889426	0.0167046693644513	0.0248670733530829	0.221252664195038	1.39263833233135	0.000700523844018685	0.0680313082127947	1.4031610156214	0.0736671869586326	0.0537274699897219	2.33867774338586	3.39432879467311	0.0682791948091538	0.526143913769412	0.0486116627935585	0.170717766269836	1.60260772565231	0.0133255867202775	0.0219769301348001	0.238742631262326	0.183117341144055	0.451004824042168	0.252308804614988	0.122202004272455	0.46701255164658	0.0512711090137616	0.724236046034805	0.0381765729380351	0.220300089700628	0.0152605979441138	0.879609440231596
k__Archaea|p__Crenarchaeota	0.0114084045700119	0.0309906138426928	0.0350310709478258	0.0694651915554399	0.0373357557844032	0.0174566922752782	0.0344067185677926	0.0064148138029908	0.0243239613072887	0.0052655318373514	0.0010990972308077	0.00760405525939835	0.00835962713448166	0.0197775725130291	0.00182772170199566	0.000486877156413125	0.0318705199542426	0.00126399398722696	0.0296770266861874	0.00867880195795696	0.0111504152059453	0.013000103795311	0.019103898947879	0.0215917225066804	0.0199065377531609	0.00868963338047528	0.0151606443296519	0.00789024626118055	0.0175468781479625	0.00692192017092236	0.000564901958982278	6.77701262285019e-05	0.000396062634109712	0.0045567131795171	0.010945966184196	0.0245062260601651	0.0155012900317229	0.0135180222307805	0.000451395763981233	0.00302736042818811	0.00139769708447725
k__Archaea|p__Crenarchaeota|c__Thermoprotei	0.0114084045700119	0.0309906138426928	0.0350310709478258	0.0694651915554399	0.0373357557844032	0.0174566922752782	0.0344067185677926	0.0064148138029908	0.0243239613072887	0.0052655318373514	0.0010990972308077	0.00760405525939835	0.00835962713448166	0.0197775725130291	0.00182772170199566	0.000486877156413125	0.0318705199542426	0.00126399398722696	0.0296770266861874	0.00867880195795696	0.0111504152059453	0.013000103795311	0.019103898947879	0.0215917225066804	0.0199065377531609	0.00868963338047528	0.0151606443296519	0.00789024626118055	0.0175468781479625	0.00692192017092236	0.000564901958982278	6.77701262285019e-05	0.000396062634109712	0.0045567131795171	0.010945966184196	0.0245062260601651	0.0155012900317229	0.0135180222307805	0.000451395763981233	0.00302736042818811	0.00139769708447725
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales	0.0114084045700119	0.0309906138426928	0.0350310709478258	0.0694651915554399	0.0373357557844032	0.0174566922752782	0.0344067185677926	0.0064148138029908	0.0243239613072887	0.0052655318373514	0.0010990972308077	0.00760405525939835	0.00835962713448166	0.0197775725130291	0.00182772170199566	0.000486877156413125	0.0318705199542426	0.00126399398722696	0.0296770266861874	0.00867880195795696	0.0111504152059453	0.013000103795311	0.019103898947879	0.0215917225066804	0.0199065377531609	0.00868963338047528	0.0151606443296519	0.00789024626118055	0.0175468781479625	0.00692192017092236	0.000564901958982278	6.77701262285019e-05	0.000396062634109712	0.0045567131795171	0.010945966184196	0.0245062260601651	0.0155012900317229	0.0135180222307805	0.000451395763981233	0.00302736042818811	0.00139769708447725
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae	0.0114084045700119	0.0309906138426928	0.0350310709478258	0.0694651915554399	0.0373357557844032	0.0174566922752782	0.0344067185677926	0.0064148138029908	0.0243239613072887	0.0052655318373514	0.0010990972308077	0.00760405525939835	0.00835962713448166	0.0197775725130291	0.00182772170199566	0.000486877156413125	0.0318705199542426	0.00126399398722696	0.0296770266861874	0.00867880195795696	0.0111504152059453	0.013000103795311	0.019103898947879	0.0215917225066804	0.0199065377531609	0.00868963338047528	0.0151606443296519	0.00789024626118055	0.0175468781479625	0.00692192017092236	0.000564901958982278	6.77701262285019e-05	0.000396062634109712	0.0045567131795171	0.010945966184196	0.0245062260601651	0.0155012900317229	0.0135180222307805	0.000451395763981233	0.00302736042818811	0.00139769708447725
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__GGB39874	0.0114084045700119	0.0309906138426928	0.0350310709478258	0.0694651915554399	0.0373357557844032	0.0174566922752782	0.0344067185677926	0.0064148138029908	0.0243239613072887	0.0052655318373514	0.0010990972308077	0.00760405525939835	0.00835962713448166	0.0197775725130291	0.00182772170199566	0.000486877156413125	0.0318705199542426	0.00126399398722696	0.0296770266861874	0.00867880195795696	0.0111504152059453	0.013000103795311	0.019103898947879	0.0215917225066804	0.0199065377531609	0.00868963338047528	0.0151606443296519	0.00789024626118055	0.0175468781479625	0.00692192017092236	0.000564901958982278	6.77701262285019e-05	0.000396062634109712	0.0045567131795171	0.010945966184196	0.0245062260601651	0.0155012900317229	0.0135180222307805	0.000451395763981233	0.00302736042818811	0.00139769708447725
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__GGB39874|s__GGB39874_SGB64930	0.0114084045700119	0.0309906138426928	0.0350310709478258	0.0694651915554399	0.0373357557844032	0.0174566922752782	0.0344067185677926	0.0064148138029908	0.0243239613072887	0.0052655318373514	0.0010990972308077	0.00760405525939835	0.00835962713448166	0.0197775725130291	0.00182772170199566	0.000486877156413125	0.0318705199542426	0.00126399398722696	0.0296770266861874	0.00867880195795696	0.0111504152059453	0.013000103795311	0.019103898947879	0.0215917225066804	0.0199065377531609	0.00868963338047528	0.0151606443296519	0.00789024626118055	0.0175468781479625	0.00692192017092236	0.000564901958982278	6.77701262285019e-05	0.000396062634109712	0.0045567131795171	0.010945966184196	0.0245062260601651	0.0155012900317229	0.0135180222307805	0.000451395763981233	0.00302736042818811	0.00139769708447725
k__Archaea|p__Crenarchaeota|c__Thermoprotei|o__Sulfolobales|f__Sulfolobaceae|g__GGB39874|s__GGB39874_SGB64930|t__SGB64930	0.0114084045700119	0.0309906138426928	0.0350310709478258	0.0694651915554399	0.0373357557844032	0.0174566922752782	0.0344067185677926	0.0064148138029908	0.0243239613072887	0.0052655318373514	0.0010990972308077	0.00760405525939835	0.00835962713448166	0.0197775725130291	0.00182772170199566	0.000486877156413125	0.0318705199542426	0.00126399398722696	0.0296770266861874	0.00867880195795696	0.0111504152059453	0.013000103795311	0.019103898947879	0.0215917225066804	0.0199065377531609	0.00868963338047528	0.0151606443296519	0.00789024626118055	0.0175468781479625	0.00692192017092236	0.000564901958982278	6.77701262285019e-05	0.000396062634109712	0.0045567131795171	0.010945966184196	0.0245062260601651	0.0155012900317229	0.0135180222307805	0.000451395763981233	0.00302736042818811	0.00139769708447725
k__Archaea|p__Euryarchaeota	0.000534746562610753	9.07108191557837e-05	0	0	1.43548801008618e-05	7.39370063884423e-05	4.3520979976924e-05	0.00126976524758002	7.68468023985679e-06	0.0003540888423033	0.00376341302932794	5.31383082553206e-05	0	0.000178295380976633	0.0498434946670484	0	0.000107997328488174	0.187973555766481	7.40732451340103e-05	0.000103973336848612	0.00280583027217773	0.00223531037590183	0	7.09464585243075e-05	0	0	0.00156013349950458	2.29791490208402e-05	0	0.000145531264483031	0.174348335518961	0.441854838286834	0.0815004257756686	0.00227454918441541	0.00022988420965445	0	0.00352727082402525	2.29037726630139e-05	0.212841687662432	1.92496777090769e-05	0.0205284699589456
k__Archaea|p__Euryarchaeota|c__CFGB9216	0.000510974528668609	9.07108191557837e-05	0	0	1.43548801008618e-05	7.39370063884423e-05	4.3520979976924e-05	0.00126558943672777	0	0.000322998804028541	0.00317214217697069	0	0	0.000178295380976633	0.0494269015373707	0	0.000107997328488174	0.187414908238992	7.40732451340103e-05	0.000103973336848612	0.0027973794735537	0.00220809787516478	0	7.09464585243075e-05	0	0	0.00156013349950458	2.29791490208402e-05	0	0.000145531264483031	8.11087732032859e-05	0.00357343925487935	0.0811239077903402	0.00220522909900965	0.000221304433479926	0	0.00346859117455565	2.29037726630139e-05	4.74625304580445e-05	9.97155652053721e-06	0.0203216041771608
