Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Archaea	0.690989618036112	0.21201909616788	0.0341049763057403	0.0317688971644061	1.69319579198203	0.726023533455161	0.283916742063777	4.96326156506504	1.39948615081348	4.28970369989519	3.00045613283702	2.93965460148835	0.103672834525108	0.181513708594602	3.52078007591185	0.000369408896847515	0.0288305325076688	4.34114250125755	0.64510173031003	0.380311941195674	4.10911831908289	5.14890176502894	0.31326126204445	1.49702655694587	0.0221816227372835	0.859573334480961	1.98135698986015	0.0178191429145395	0.0435745918264658	1.86250536962815	1.9597944041743	7.16018224401772	3.82079855729642	0.170736739103723	0.517168979330438	0.0150680668001925	0.870834679586705	0.0233765892240898	1.98035052190495	0.130701873503618	2.44622116285997
k__Archaea|p__Halobacteriota	0.000811372781550648	0.000121362167817781	0	0	4.3739046194527e-05	0.000206596286427097	5.64185205735106e-05	0.00276949096991732	8.80778082044004e-05	0.000748864959801896	0.00983889403840492	0	0	0	0.183744698259526	3.18273460040205e-06	0	0.143865613264119	0.000192870732076992	8.55949055718743e-05	0.00491701936955447	0.00467169781450234	9.1485444094775e-05	0.00026569573783555	0.00082172778825986	0.000139617492122271	0.00193086179938823	1.75042573234921e-05	7.10589452035213e-05	0.00023259976492457	0.00186704596372748	0.262188383793453	0.0465483318479311	0.00409950068247697	0.000992513566913448	0	0.0208919762588492	0.000318737912352064	0.00281496959489019	1.88015497600557e-05	0.0288815564128692
k__Archaea|p__Halobacteriota|c__Halobacteria	0.000811372781550648	0.000121362167817781	0	0	4.3739046194527e-05	0.000206596286427097	5.64185205735106e-05	0.00276949096991732	8.80778082044004e-05	0.000748864959801896	0.00983889403840492	0	0	0	0.183744698259526	3.18273460040205e-06	0	0.143865613264119	0.000192870732076992	8.55949055718743e-05	0.00491701936955447	0.00467169781450234	9.1485444094775e-05	0.00026569573783555	0.00082172778825986	0.000139617492122271	0.00193086179938823	1.75042573234921e-05	7.10589452035213e-05	0.00023259976492457	0.00186704596372748	0.262188383793453	0.0465483318479311	0.00409950068247697	0.000992513566913448	0	0.0208919762588492	0.000318737912352064	0.00281496959489019	1.88015497600557e-05	0.0288815564128692
k__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales	0.000811372781550648	0.000121362167817781	0	0	4.3739046194527e-05	0.000206596286427097	5.64185205735106e-05	0.00276949096991732	8.80778082044004e-05	0.000748864959801896	0.00983889403840492	0	0	0	0.183744698259526	3.18273460040205e-06	0	0.143865613264119	0.000192870732076992	8.55949055718743e-05	0.00491701936955447	0.00467169781450234	9.1485444094775e-05	0.00026569573783555	0.00082172778825986	0.000139617492122271	0.00193086179938823	1.75042573234921e-05	7.10589452035213e-05	0.00023259976492457	0.00186704596372748	0.262188383793453	0.0465483318479311	0.00409950068247697	0.000992513566913448	0	0.0208919762588492	0.000318737912352064	0.00281496959489019	1.88015497600557e-05	0.0288815564128692
k__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__UBA12382	0.000811372781550648	0.000121362167817781	0	0	4.3739046194527e-05	0.000206596286427097	5.64185205735106e-05	0.00276949096991732	8.80778082044004e-05	0.000748864959801896	0.00983889403840492	0	0	0	0.183744698259526	3.18273460040205e-06	0	0.143865613264119	0.000192870732076992	8.55949055718743e-05	0.00491701936955447	0.00467169781450234	9.1485444094775e-05	0.00026569573783555	0.00082172778825986	0.000139617492122271	0.00193086179938823	1.75042573234921e-05	7.10589452035213e-05	0.00023259976492457	0.00186704596372748	0.262188383793453	0.0465483318479311	0.00409950068247697	0.000992513566913448	0	0.0208919762588492	0.000318737912352064	0.00281496959489019	1.88015497600557e-05	0.0288815564128692
k__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales|f__UBA12382|g__UBA12382	0	0	0	0	0	0	0	4.2310136897157e-05	0	0	0.00368219485000698	0	0	0	0.00095527974621623	0	0	0.00107546205954178	0	0	6.85001230802189e-05	2.75722409907342e-05	0	0	0	0	2.53591367804011e-05	0	0	0	0.00185703210266862	0.260511798699271	0.000791603014105474	0.000393324254361425	0	0	0.000208093812553774	0	0.00278542161961484	1.88015497600557e-05	0.00112381533398273
k__Archaea|p__Thermoplasmatota	0.152530681437702	0.0508090010581811	0.026161850512991	0.030134922458037	1.67194724086425	0.709271744803973	0.261043383666293	1.26114795756342	1.25008334051025	0.890063575371356	2.31189946522976	2.93780213669939	0.103205784748399	0.0151823368516393	2.234255944788	0.000269054925875045	0.0139169872388767	2.97368766355299	0.618949025535801	0.354439914530805	2.29419730525795	2.26303507995569	0.279524786923827	1.15427636011657	0.0121803010522474	0.713137976824233	0.578285471110788	0.0140846130050283	0.0424758834928428	1.68735681187098	1.9562577712158	6.8919049436269	3.58033055085417	0.10205686623706	0.208321083058128	0.0146229378500281	0.307775374634807	0.0106715149997272	1.97616641154073	0.130343551267626	1.81450930581272
k__Archaea|p__Thermoplasmatota|c__Poseidoniia	0.152530681437702	0.0508090010581811	0.026161850512991	0.030134922458037	1.67194724086425	0.709271744803973	0.261043383666293	1.26114795756342	1.25008334051025	0.890063575371356	2.31189946522976	2.93780213669939	0.103205784748399	0.0151823368516393	2.234255944788	0.000269054925875045	0.0139169872388767	2.97368766355299	0.618949025535801	0.354439914530805	2.29419730525795	2.26303507995569	0.279524786923827	1.15427636011657	0.0121803010522474	0.713137976824233	0.578285471110788	0.0140846130050283	0.0424758834928428	1.68735681187098	1.9562577712158	6.8919049436269	3.58033055085417	0.10205686623706	0.208321083058128	0.0146229378500281	0.307775374634807	0.0106715149997272	1.97616641154073	0.130343551267626	1.81450930581272
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__MGIII	0.00705289574045779	0.00272061533875183	0.000445606528894744	0.00101973064555342	0.00456588350622048	0.00401590903129903	0.00240044815404123	0.0334986373727869	0.00443986173810408	0.00764588801533214	0.0645175707915446	0.00174937478245123	0.00200606823599484	0.00165683369700677	0.183772149481688	2.67510329741479e-05	0.000940411915522233	0.228382792052759	0.00332751597186235	0.00349997327680054	0.0356396823492156	0.0251794817130338	0.00260878676502326	0.0027661941192517	0.00103164080794197	0.0018623255489301	0.0144593172714943	0.00508763156969072	0.000420906435091309	0.00365954900613613	0.000448017893281336	0.00649416148921246	0.238255324656994	0.00569661797991049	0.00565255892874342	0.0022664284583435	0.0209396490704408	0.000766138298119558	0.000582292116484135	0.000434745609045365	0.110295088472101
k__Archaea|p__Thermoplasmatota|c__Poseidoniia|o__MGIII|f__CG-Epi1	0.00705289574045779	0.00272061533875183	0.000445606528894744	0.00101973064555342	0.00456588350622048	0.00401590903129903	0.00240044815404123	0.0334986373727869	0.00443986173810408	0.00764588801533214	0.0645175707915446	0.00174937478245123	0.00200606823599484	0.00165683369700677	0.183772149481688	2.67510329741479e-05	0.000940411915522233	0.228382792052759	0.00332751597186235	0.00349997327680054	0.0356396823492156	0.0251794817130338	0.00260878676502326	0.0027661941192517	0.00103164080794197	0.0018623255489301	0.0144593172714943	0.00508763156969072	0.000420906435091309	0.00365954900613613	0.000448017893281336	0.00649416148921246	0.238255324656994	0.00569661797991049	0.00565255892874342	0.0022664284583435	0.0209396490704408	0.000766138298119558	0.000582292116484135	0.000434745609045365	0.110295088472101
