X.mOTUs2_clade	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4
k__Archaea	0.0090386288	0.0004992162	0.0004857347	0.0072671261	0.0083480263	0	0	0	0	0	0	0	0	0	0	0.0098259215	0	0.0170365334	0	0	0.0059642451	0.0046996651	0.0092109066	0.0033677025	0.0006439204	0.0039155619	0.0023513985	0.0022605262	0.000697158	0.0102840296	0	0	0	0	0	0	0	0	0	0	0.0025948717	0.0026161002	0.0027944875	0.0015475847	0.0029827109	0.003457274	0.0015380185	0.0023955732	0.0008804397	0.00082074	0.0017408608	0.0037495955	0	0.002003301	0.0009445041	0	0	0	0	0	0.0009536241	0.0007496362	0.0016177594	0.001765425	0.0104369718	0.0024077229	0.0075596059	0.0216477329	0.0031079574	0.0084725419	0.0003363713	0	0.0046121882	0.0004178229	0	0	0	0	0	0.0005946978	0	0	0	0	0	0.0024040371	0	0.0014678637	0.0014154795	0.0038661513	0.0008523446	0	0.0004996972	0.0006196301	0.0031895092	0	0	0	0	0
k__Archaea|p__Thaumarchaeota	0.0090386288	0.0004992162	0.0004857347	0.0072671261	0.0083480263	0	0	0	0	0	0	0	0	0	0	0.0098259215	0	0.0170365334	0	0	0.0059642451	0.0046996651	0.0092109066	0.0033677025	0.0006439204	0.0039155619	0.0023513985	0.0022605262	0.000697158	0.0102840296	0	0	0	0	0	0	0	0	0	0	0.0025948717	0.0026161002	0.0027944875	0.0015475847	0.0029827109	0.003457274	0.0015380185	0.0023955732	0.0008804397	0.00082074	0.0017408608	0.0037495955	0	0.002003301	0.0009445041	0	0	0	0	0	0.0009536241	0.0007496362	0.0016177594	0.001765425	0.0104369718	0.0024077229	0.0075596059	0.0216477329	0.0031079574	0.0084725419	0.0003363713	0	0.0046121882	0.0004178229	0	0	0	0	0	0.0005946978	0	0	0	0	0	0.0024040371	0	0.0014678637	0.0014154795	0.0038661513	0.0008523446	0	0.0004996972	0.0006196301	0.0031895092	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota class incertae sedis	0.0090386288	0.0004992162	0.0004857347	0.0072671261	0.0083480263	0	0	0	0	0	0	0	0	0	0	0.0098259215	0	0.0170365334	0	0	0.0059642451	0.0046996651	0.0092109066	0.0033677025	0.0006439204	0.0039155619	0.0023513985	0.0022605262	0.000697158	0.0102840296	0	0	0	0	0	0	0	0	0	0	0.0025948717	0.0026161002	0.0027944875	0.0015475847	0.0029827109	0.003457274	0.0015380185	0.0023955732	0.0008804397	0.00082074	0.0017408608	0.0037495955	0	0.002003301	0.0009445041	0	0	0	0	0	0.0009536241	0.0007496362	0.0016177594	0.001765425	0.0104369718	0.0024077229	0.0075596059	0.0216477329	0.0031079574	0.0084725419	0.0003363713	0	0.0046121882	0.0004178229	0	0	0	0	0	0.0005946978	0	0	0	0	0	0.0024040371	0	0.0014678637	0.0014154795	0.0038661513	0.0008523446	0	0.0004996972	0.0006196301	0.0031895092	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota class incertae sedis|o__Thaumarchaeota order incertae sedis	0.0090386288	0.0004992162	0.0004857347	0.0072671261	0.0083480263	0	0	0	0	0	0	0	0	0	0	0.0098259215	0	0.0170365334	0	0	0.0059642451	0.0046996651	0.0092109066	0.0033677025	0.0006439204	0.0039155619	0.0023513985	0.0022605262	0.000697158	0.0102840296	0	0	0	0	0	0	0	0	0	0	0.0025948717	0.0026161002	0.0027944875	0.0015475847	0.0029827109	0.003457274	0.0015380185	0.0023955732	0.0008804397	0.00082074	0.0017408608	0.0037495955	0	0.002003301	0.0009445041	0	0	0	0	0	0.0009536241	0.0007496362	0.0016177594	0.001765425	0.0104369718	0.0024077229	0.0075596059	0.0216477329	0.0031079574	0.0084725419	0.0003363713	0	0.0046121882	0.0004178229	0	0	0	0	0	0.0005946978	0	0	0	0	0	0.0024040371	0	0.0014678637	0.0014154795	0.0038661513	0.0008523446	0	0.0004996972	0.0006196301	0.0031895092	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota class incertae sedis|o__Thaumarchaeota order incertae sedis|f__Thaumarchaeota fam. incertae sedis	0.0090386288	0.0004992162	0.0004857347	0.0072671261	0.0083480263	0	0	0	0	0	0	0	0	0	0	0.0098259215	0	0.0170365334	0	0	0.0059642451	0.0046996651	0.0092109066	0.0033677025	0.0006439204	0.0039155619	0.0023513985	0.0022605262	0.000697158	0.0102840296	0	0	0	0	0	0	0	0	0	0	0.0025948717	0.0026161002	0.0027944875	0.0015475847	0.0029827109	0.003457274	0.0015380185	0.0023955732	0.0008804397	0.00082074	0.0017408608	0.0037495955	0	0.002003301	0.0009445041	0	0	0	0	0	0.0009536241	0.0007496362	0.0016177594	0.001765425	0.0104369718	0.0024077229	0.0075596059	0.0216477329	0.0031079574	0.0084725419	0.0003363713	0	0.0046121882	0.0004178229	0	0	0	0	0	0.0005946978	0	0	0	0	0	0.0024040371	0	0.0014678637	0.0014154795	0.0038661513	0.0008523446	0	0.0004996972	0.0006196301	0.0031895092	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota class incertae sedis|o__Thaumarchaeota order incertae sedis|f__Thaumarchaeota fam. incertae sedis|g__Thaumarchaeota gen. incertae sedis	0.0090386288	0.0004992162	0.0004857347	0.0072671261	0.0083480263	0	0	0	0	0	0	0	0	0	0	0.0098259215	0	0.0170365334	0	0	0.0059642451	0.0046996651	0.0092109066	0.0033677025	0.0006439204	0.0039155619	0.0023513985	0.0022605262	0.000697158	0.0102840296	0	0	0	0	0	0	0	0	0	0	0.0025948717	0.0026161002	0.0027944875	0.0015475847	0.0029827109	0.003457274	0.0015380185	0.0023955732	0.0008804397	0.00082074	0.0017408608	0.0037495955	0	0.002003301	0.0009445041	0	0	0	0	0	0.0009536241	0.0007496362	0.0016177594	0.001765425	0.0104369718	0.0024077229	0.0075596059	0.0216477329	0.0031079574	0.0084725419	0.0003363713	0	0.0046121882	0.0004178229	0	0	0	0	0	0.0005946978	0	0	0	0	0	0.0024040371	0	0.0014678637	0.0014154795	0.0038661513	0.0008523446	0	0.0004996972	0.0006196301	0.0031895092	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Thaumarchaeota class incertae sedis|o__Thaumarchaeota order incertae sedis|f__Thaumarchaeota fam. incertae sedis|g__Thaumarchaeota gen. incertae sedis|s__Thaumarchaeota species incertae sedis [ext_mOTU_v3_24438]	0.0090386288	0.0004992162	0.0004857347	0.0072671261	0.0083480263	0	0	0	0	0	0	0	0	0	0	0.0098259215	0	0.0170365334	0	0	0.0059642451	0.0046996651	0.0092109066	0.0033677025	0.0006439204	0.0039155619	0.0023513985	0.0022605262	0.000697158	0.0102840296	0	0	0	0	0	0	0	0	0	0	0.0025948717	0.0026161002	0.0027944875	0.0015475847	0.0029827109	0.003457274	0.0015380185	0.0023955732	0.0008804397	0.00082074	0.0017408608	0.0037495955	0	0.002003301	0.0009445041	0	0	0	0	0	0.0009536241	0.0007496362	0.0016177594	0.001765425	0.0104369718	0.0024077229	0.0075596059	0.0216477329	0.0031079574	0.0084725419	0.0003363713	0	0.0046121882	0.0004178229	0	0	0	0	0	0.0005946978	0	0	0	0	0	0.0024040371	0	0.0014678637	0.0014154795	0.0038661513	0.0008523446	0	0.0004996972	0.0006196301	0.0031895092	0	0	0	0	0
k__Bacteria	0.9622490816	0.9880811736	0.9715195125	0.9585747223	0.9645736479	0.9253032651	0.9398219957	0.9533806272	0.94133393	0.8988620409	0.9762794054	0.9875390729	0.9874310757	0.9700518535	0.9697491895	0.9657587578	0.9804695713	0.9539247801	0.9840590324	0.9875046338	0.9717721732	0.9663301647	0.9680556582	0.9706227366	0.9822307191	0.9755236905	0.976758131	0.9776686064	0.9744301034	0.9635110177	0.99040805	0.9926659805	0.9911518229	0.9894343563	0.9919932303	0.9910875605	0.9920596672	0.9909084096	0.9907812842	0.9915405241	0.9868557106	0.9872823671	0.9872597751	0.9875271884	0.9858765519	0.9751655963	0.9806256615	0.9854378662	0.9857419195	0.9521552742	0.9855156426	0.9605559663	0.9874825834	0.9734019647	0.9610832925	0.9783670981	0.9804495718	0.9540746061	0.9761995589	0.9648781233	0.9704282294	0.9771741316	0.9763433764	0.96419287	0.9631316299	0.9300904058	0.9280445193	0.80921195	0.9114462283	0.9031239848	0.9947261302	0.9778372738	0.9662111812	0.9917716901	0.9621994848	0.9958967274	0.9937522607	0.9879784182	0.9930643136	0.9951079338	0.9740076636	0.972914344	0.9231765944	0.9626022221	0.9727472879	0.9827356403	0.9846489674	0.9832366039	0.9499330167	0.9809425462	0.9628508868	0.9482700313	0.9785175552	0.9736656115	0.964539506	0.9690956523	0.9764149773	0.9772129128	0.9761345274	0.9700457868
k__Bacteria|p__Acidobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037384781	0	0	0	0	0	0	0	0.0112314488	0.0270455465	0.0175762354	0.0125212498	0.0185911776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004051901	0	0	0	0.000678353	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria class incertae sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037384781	0	0	0	0	0	0	0	0.0112314488	0.0270455465	0.0175762354	0.0125212498	0.0185911776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
