ID	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.0.05.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.0.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.1.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.30.0.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.0.5.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.0.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.25.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.01_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.02_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.05_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.100.sigma.4.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.250.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.300.size.7.5.k.40.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.600.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_0_taxonomic_profile	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_1_taxonomic_profile	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_2_taxonomic_profile	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_3_taxonomic_profile	profile.n.75.size.7.5.k.100.sigma.1.0.up.0.75.mut_rate.0.0_sample_4_taxonomic_profile
#SampleID	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis	Metaphlan2_Analysis
k__Archaea	19.09973	25.78805	25.77317	26.22234	31.06796	24.82562	26.60972	28.5321	22.74328	29.36462	22.57531	21.98709	18.99468	20.10864	17.46511	13.81795	19.54746	15.02539	18.05363	15.68386	14.71803	11.03472	16.46547	18.45556	18.30917	12.57187	13.14455	13.29791	13.00122	11.91891	12.63383	10.2192	9.07135	10.6161	11.39922	13.25395	12.06314	12.56715	12.52905	11.37091	13.19737	17.3313	17.38457	15.55491	13.94039	15.68767	16.02151	16.21087	12.95214	17.06838	14.85048	13.58538	14.48698	11.6461	11.36049	10.3863	14.75369	9.6993	10.43596	10.36335	17.39035	22.39249	19.75936	14.78568	16.63965	0.34781	0.24159	1.83324	0.46371	0.94313	19.33158	11.96105	20.05902	11.32672	14.42661	0.61938	6.46282	11.02844	4.7188	2.07442	17.78477	17.0245	18.51031	15.39848	18.84074	17.82443	16.28514	17.13205	20.03891	16.31766	15.84333	12.53661	13.73825	12.24029	13.44137	25.8445	18.78818	29.46731	21.00539	25.54189
k__Archaea|p__Euryarchaeota	0.0	0.1453	0.08107	0.05453	0.28868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08436	0.0	0.0	0.01699	0.01461	0.02274	0.01304	0.0	0.04028	0.01954	0.01701	0.01618	0.03174	0.02488	0.03381	0.03604	0.06271	0.06602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03135	0.04655	0.0051	0.00679	0.00474	0.01345	0.02852	0.01246	0.04573	0.03601	0.00582	0.00844	0.0305	0.01418	0.02263	0.00064	0.00428	0.00432	0.0	0.01572	0.03832	0.04055	0.02048	0.03957	0.06521	0.17881	0.06766	0.25053	0.16389	0.14929	0.0	0.0	0.02254	0.02072	0.26131	0.00807	0.0	0.0	0.0	0.0	0.00657	0.01083	0.05407	0.01005	0.01879	0.04133	0.03089	0.03488	0.04343	0.03348	0.00527	0.02114	0.02101	0.03232	0.00521	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname	0.0	0.1453	0.08107	0.05453	0.28868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08436	0.0	0.0	0.01699	0.01461	0.02274	0.01304	0.0	0.04028	0.01954	0.01701	0.01618	0.03174	0.02488	0.03381	0.03604	0.06271	0.06602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03135	0.04655	0.0051	0.00679	0.00474	0.01345	0.02852	0.01246	0.04573	0.03601	0.00582	0.00844	0.0305	0.01418	0.02263	0.00064	0.00428	0.00432	0.0	0.01572	0.03832	0.04055	0.02048	0.03957	0.06521	0.17881	0.06766	0.25053	0.16389	0.14929	0.0	0.0	0.02254	0.02072	0.26131	0.00807	0.0	0.0	0.0	0.0	0.00657	0.01083	0.05407	0.01005	0.01879	0.04133	0.03089	0.03488	0.04343	0.03348	0.00527	0.02114	0.02101	0.03232	0.00521	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname	0.0	0.1453	0.08107	0.05453	0.28868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08436	0.0	0.0	0.01699	0.01461	0.02274	0.01304	0.0	0.04028	0.01954	0.01701	0.01618	0.03174	0.02488	0.03381	0.03604	0.06271	0.06602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03135	0.04655	0.0051	0.00679	0.00474	0.01345	0.02852	0.01246	0.04573	0.03601	0.00582	0.00844	0.0305	0.01418	0.02263	0.00064	0.00428	0.00432	0.0	0.01572	0.03832	0.04055	0.02048	0.03957	0.06521	0.17881	0.06766	0.25053	0.16389	0.14929	0.0	0.0	0.02254	0.02072	0.26131	0.00807	0.0	0.0	0.0	0.0	0.00657	0.01083	0.05407	0.01005	0.01879	0.04133	0.03089	0.03488	0.04343	0.03348	0.00527	0.02114	0.02101	0.03232	0.00521	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname	0.0	0.1453	0.08107	0.05453	0.28868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08436	0.0	0.0	0.01699	0.01461	0.02274	0.01304	0.0	0.04028	0.01954	0.01701	0.01618	0.03174	0.02488	0.03381	0.03604	0.06271	0.06602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03135	0.04655	0.0051	0.00679	0.00474	0.01345	0.02852	0.01246	0.04573	0.03601	0.00582	0.00844	0.0305	0.01418	0.02263	0.00064	0.00428	0.00432	0.0	0.01572	0.03832	0.04055	0.02048	0.03957	0.06521	0.17881	0.06766	0.25053	0.16389	0.14929	0.0	0.0	0.02254	0.02072	0.26131	0.00807	0.0	0.0	0.0	0.0	0.00657	0.01083	0.05407	0.01005	0.01879	0.04133	0.03089	0.03488	0.04343	0.03348	0.00527	0.02114	0.02101	0.03232	0.00521	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Euryarchaeota_noname	0.0	0.1453	0.08107	0.05453	0.28868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08436	0.0	0.0	0.01699	0.01461	0.02274	0.01304	0.0	0.04028	0.01954	0.01701	0.01618	0.03174	0.02488	0.03381	0.03604	0.06271	0.06602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03135	0.04655	0.0051	0.00679	0.00474	0.01345	0.02852	0.01246	0.04573	0.03601	0.00582	0.00844	0.0305	0.01418	0.02263	0.00064	0.00428	0.00432	0.0	0.01572	0.03832	0.04055	0.02048	0.03957	0.06521	0.17881	0.06766	0.25053	0.16389	0.14929	0.0	0.0	0.02254	0.02072	0.26131	0.00807	0.0	0.0	0.0	0.0	0.00657	0.01083	0.05407	0.01005	0.01879	0.04133	0.03089	0.03488	0.04343	0.03348	0.00527	0.02114	0.02101	0.03232	0.00521	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Euryarchaeota_noname|s__Marine_group_II_euryarchaeote_SCGC_AAA288_C18	0.0	0.1453	0.08107	0.05453	0.28868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08436	0.0	0.0	0.01699	0.01461	0.02274	0.01304	0.0	0.04028	0.01954	0.01701	0.01618	0.03174	0.02488	0.03381	0.03604	0.06271	0.06602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03135	0.04655	0.0051	0.00679	0.00474	0.01345	0.02852	0.01246	0.04573	0.03601	0.00582	0.00844	0.0305	0.01418	0.02263	0.00064	0.00428	0.00432	0.0	0.01572	0.03832	0.04055	0.02048	0.03957	0.06521	0.17881	0.06766	0.25053	0.16389	0.14929	0.0	0.0	0.02254	0.02072	0.26131	0.00807	0.0	0.0	0.0	0.0	0.00657	0.01083	0.05407	0.01005	0.01879	0.04133	0.03089	0.03488	0.04343	0.03348	0.00527	0.02114	0.02101	0.03232	0.00521	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Euryarchaeota_noname|o__Euryarchaeota_noname|f__Euryarchaeota_noname|g__Euryarchaeota_noname|s__Marine_group_II_euryarchaeote_SCGC_AAA288_C18|t__GCF_000382765	0.0	0.1453	0.08107	0.05453	0.28868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08436	0.0	0.0	0.01699	0.01461	0.02274	0.01304	0.0	0.04028	0.01954	0.01701	0.01618	0.03174	0.02488	0.03381	0.03604	0.06271	0.06602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03135	0.04655	0.0051	0.00679	0.00474	0.01345	0.02852	0.01246	0.04573	0.03601	0.00582	0.00844	0.0305	0.01418	0.02263	0.00064	0.00428	0.00432	0.0	0.01572	0.03832	0.04055	0.02048	0.03957	0.06521	0.17881	0.06766	0.25053	0.16389	0.14929	0.0	0.0	0.02254	0.02072	0.26131	0.00807	0.0	0.0	0.0	0.0	0.00657	0.01083	0.05407	0.01005	0.01879	0.04133	0.03089	0.03488	0.04343	0.03348	0.00527	0.02114	0.02101	0.03232	0.00521	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Thaumarchaeota	19.09973	25.64274	25.6921	26.16781	30.77928	24.82562	26.60972	28.5321	22.74328	29.36462	22.57531	21.98709	18.91032	20.10864	17.46511	13.80097	19.53285	15.00265	18.04059	15.68386	14.67776	11.01517	16.44846	18.43938	18.27743	12.54699	13.11074	13.26187	12.93851	11.85289	12.63383	10.2192	9.07135	10.6161	11.39922	13.25395	12.06314	12.56715	12.52905	11.37091	13.16603	17.28475	17.37947	15.54812	13.93565	15.67422	15.993	16.1984	12.90641	17.03237	14.84465	13.57694	14.45648	11.63191	11.33786	10.38566	14.7494	9.69499	10.43596	10.34763	17.35203	22.35195	19.73889	14.74611	16.57445	0.169	0.17392	1.58271	0.29982	0.79385	19.33158	11.96105	20.03649	11.306	14.1653	0.61131	6.46282	11.02844	4.7188	2.07442	17.7782	17.01367	18.45624	15.38843	18.82196	17.7831	16.25425	17.09717	19.99548	16.28418	15.83806	12.51547	13.71724	12.20798	13.43616	25.8445	18.78818	29.46731	21.00539	25.54189
