Taxonomy	reSRR16235394	reSRR16235396	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407
k__Bacteria	40.6616839623969	42.2481751782725	37.3558264063096	32.5125758518297	54.4430892768777	62.4530450053704	27.1750759356814	30.4955395444319	30.3899735706091	60.3676160765669	41.7531178795927
k__Bacteria|p__Actinobacteria	14.5777010605844	10.1222425729227	3.73529615008392	1.13676542493264	25.5895037319688	16.4522602891983	2.79590459677011	5.58790434428302	8.06087802126632	22.0880109096375	15.3680628733845
k__Bacteria|p__Actinobacteria|c__Actinobacteria	6.78178253337855	0.813645713059279	0.381233210181997	0.0413217055261266	5.6899942793444	1.20080285093996	0.399808783441557	1.18654234072846	5.16024919818335	14.5606494184201	5.59882698129248
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	6.78178253337855	0.813645713059279	0.381233210181997	0.0413217055261266	5.6899942793444	1.20080285093996	0.399808783441557	1.18654234072846	5.16024919818335	14.5606494184201	5.59882698129248
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	6.78178253337855	0.813645713059279	0.381233210181997	0.0413217055261266	5.6899942793444	1.20080285093996	0.399808783441557	1.18654234072846	5.16024919818335	14.5606494184201	5.59882698129248
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	6.78178253337855	0.813645713059279	0.381233210181997	0.0413217055261266	5.6899942793444	1.20080285093996	0.399808783441557	1.18654234072846	5.16024919818335	14.5606494184201	5.59882698129248
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	1.32008413058867	0.00623845395700677	0.000240700142124596	1.80095138592981e-05	0.00186621083280207	0.0283270884584579	0.0117174750165229	0.0746163342041327	0.40870011104773	0.0537215468678647	1.06995146859423
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	1.32008413058867	0.00623845395700677	0.000240700142124596	1.80095138592981e-05	0.00186621083280207	0.0283270884584579	0.0117174750165229	0.0746163342041327	0.40870011104773	0.0537215468678647	1.06995146859423
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum	1.80129490821778	0.172178136264848	0.0698833638626845	0.0368683961023009	1.67447877781837	0.863399741984978	0.274139224899653	0.255294423391829	1.03452738390762	8.41630471855815	1.47371280404718
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_gallinarum|t__SGB17264	1.80129490821778	0.172178136264848	0.0698833638626845	0.0368683961023009	1.67447877781837	0.863399741984978	0.274139224899653	0.255294423391829	1.03452738390762	8.41630471855815	1.47371280404718
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.633155227198643	0.00238819326582614	0.00185072684507894	0.000162400728747335	0.0397137552970465	0.0925821672774823	0.0314446280600931	0.647968708572126	0.269505136012502	0.565864005097439	0.588322175540842
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	0.633155227198643	0.00238819326582614	0.00185072684507894	0.000162400728747335	0.0397137552970465	0.0925821672774823	0.0314446280600931	0.647968708572126	0.269505136012502	0.565864005097439	0.588322175540842
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum	0.000400865291153362	0.00120966241210531	0	0.00015066004910965	0.000516097127523221	0.000189973189332737	4.74001391510836e-05	9.23830238815532e-05	0.000214871957141976	4.87572581022233	0.000449890290186509
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB21507	0.000400865291153362	0.00120966241210531	0	0.00015066004910965	0.000516097127523221	0.000189973189332737	4.74001391510836e-05	9.23830238815532e-05	0.000214871957141976	4.87572581022233	0.000449890290186509
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17245	2.80316145062147	0.00112478049848929	0.0034251233592308	0	0.050706117876257	0.0770541974640358	0.0434352953107081	0.174404018247586	0.94853334475643	0.0343579252880704	2.27456092258402
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17245|t__SGB17245	2.80316145062147	0.00112478049848929	0.0034251233592308	0	0.050706117876257	0.0770541974640358	0.0434352953107081	0.174404018247586	0.94853334475643	0.0343579252880704	2.27456092258402
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17246	0.0264690143905047	0.000918389885347264	0.282377223475006	0.0009735349834792	3.27989703289827	0.00196430314206705	0.00166688434199683	0.00194643203392943	2.31709031913211	0.00688975517028884	0.0407537953444779
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_SGB17246|t__SGB17246	0.0264690143905047	0.000918389885347264	0.282377223475006	0.0009735349834792	3.27989703289827	0.00196430314206705	0.00166688434199683	0.00194643203392943	2.31709031913211	0.00688975517028884	0.0407537953444779
k__Bacteria|p__Actinobacteria|c__CFGB11278	0.0448561471027438	0.00105574280206235	0.00120517189605081	0.00119829379080577	0.0627967897433054	0.0771780177634513	0.0370528395874567	0.00994704104808095	0.0372803898320046	0.00243055109714117	0.221199273404244
k__Bacteria|p__Actinobacteria|c__CFGB11278|o__OFGB11278	0.0448561471027438	0.00105574280206235	0.00120517189605081	0.00119829379080577	0.0627967897433054	0.0771780177634513	0.0370528395874567	0.00994704104808095	0.0372803898320046	0.00243055109714117	0.221199273404244
k__Bacteria|p__Actinobacteria|c__CFGB11278|o__OFGB11278|f__FGB11278	0.0448561471027438	0.00105574280206235	0.00120517189605081	0.00119829379080577	0.0627967897433054	0.0771780177634513	0.0370528395874567	0.00994704104808095	0.0372803898320046	0.00243055109714117	0.221199273404244
k__Bacteria|p__Actinobacteria|c__CFGB11868	0.0764083654707231	0.0467681562884811	0.109173254758351	0.00646773339393592	1.85376027703459	0.0689030169777646	0.0132231422612532	0.00366599528577405	0.0251593617032302	0.0451373215773379	0.0555327107981431
k__Bacteria|p__Actinobacteria|c__CFGB11868|o__OFGB11868	0.0764083654707231	0.0467681562884811	0.109173254758351	0.00646773339393592	1.85376027703459	0.0689030169777646	0.0132231422612532	0.00366599528577405	0.0251593617032302	0.0451373215773379	0.0555327107981431
k__Bacteria|p__Actinobacteria|c__CFGB11868|o__OFGB11868|f__FGB11868	0.0764083654707231	0.0467681562884811	0.109173254758351	0.00646773339393592	1.85376027703459	0.0689030169777646	0.0132231422612532	0.00366599528577405	0.0251593617032302	0.0451373215773379	0.0555327107981431
k__Bacteria|p__Actinobacteria|c__CFGB12306	0.0206443438800843	0.000169900785072824	0.00154460934348748	0.000931069243893229	0.00429348563712152	0.0221596629418295	0.00602336814803909	0.00259293306480089	0.0061304468905432	0.00441723497543101	0.0307058780298576
k__Bacteria|p__Actinobacteria|c__CFGB12306|o__OFGB12306	0.0206443438800843	0.000169900785072824	0.00154460934348748	0.000931069243893229	0.00429348563712152	0.0221596629418295	0.00602336814803909	0.00259293306480089	0.0061304468905432	0.00441723497543101	0.0307058780298576
k__Bacteria|p__Actinobacteria|c__CFGB12306|o__OFGB12306|f__FGB12306	0.0206443438800843	0.000169900785072824	0.00154460934348748	0.000931069243893229	0.00429348563712152	0.0221596629418295	0.00602336814803909	0.00259293306480089	0.0061304468905432	0.00441723497543101	0.0307058780298576
