Taxonomy	reERR4183438	reERR4183440	reERR4183441	reERR4183442	reERR4183443	reERR4183444	reERR4183445	reERR4183446	reERR4183447	reERR4183448	reERR4183449	reERR4183450	reERR4183451	reERR4183452	reERR4183454	reERR4183455	reERR4183456	reERR4183457	reERR4183459	reERR4183460	reERR4183461	reERR4183462	reERR4183463	reERR4183464	reERR4183465	reERR4183466	reERR4183467	reERR4183468	reERR4183470	reERR4183471	reERR4183473	reERR4183474	reERR4183475	reERR4183477	reERR4183478	reERR4183480	reERR4183481	reERR4183482	reERR4183484	reERR4183486	reERR4183488	reERR4183490	reERR4183491	reERR4183492	reERR4183493	reERR4183494	reERR4183495	reERR4183497	reERR4183498	reERR4183499
k__Bacteria	26.1652995814289	11.6605302768261	27.3949656935889	22.8071773226255	22.264458100135	22.0628410097745	25.5772431814019	30.914996583405	21.2040926336555	21.0596193579786	36.370281775146	27.3973387302368	19.6005590692292	27.5953183037626	30.5784260709666	25.0624591805357	16.2973627406561	27.4371398683482	15.9527875537626	25.9022610019797	10.1009290436311	24.1419792382995	24.5504502073058	27.5934865122005	23.9158722545349	26.1289817247654	26.7643966236106	30.8942443893725	26.7089224683219	24.6285026672172	28.7452045573152	17.6640253465666	16.1556553827858	30.1984081381475	21.1705814809521	17.811871924317	17.6877031233357	22.5606870426292	11.543011082046	23.9935990800795	22.6205197911105	24.1642205557771	23.6565186320018	23.4666014353719	23.5704122816773	23.5815469183115	12.3178705809463	8.26876561721096	18.0895332192666	22.2062247092276
k__Bacteria|p__Actinobacteria	0.596857811355315	1.29537444298824	3.02116150883196	0.564152587675413	5.74371779753862	2.28825856861201	0.318208371899436	3.57432548979154	6.16101654996962	2.80199189754042	3.63073633405369	2.51220494010614	2.21325664781658	4.50190250269303	3.87374660995285	2.27189156816905	0.327623773047415	2.45387437209304	2.74691529965767	2.0349678990558	0.775584835465555	2.40743344465489	0.735570997659197	2.13199170936179	5.24174629149798	4.40937915041682	0.717331991796392	2.72235258682631	5.55816644136919	1.2883784640888	2.5222845884096	3.45166459923529	2.91068665019478	1.57262247313595	3.34332720583157	1.80062870663616	1.79326318742271	1.58181146352072	1.78382914465411	1.2450280717068	2.16005931616956	0.286812590377037	1.50619458872186	1.56196295764895	1.50551655679549	1.50095753158365	1.50191038147187	0.259475550934489	0.89296134417426	1.7279250363324
k__Bacteria|p__Actinobacteria|c__Actinobacteria	0.260018955341614	0.00102789604468922	2.29519101987497	0.206719301721708	0.00639104093584719	0.00279302508551145	0.0264789915525741	0.4734344864202	0.226249288574958	0.116692880951896	1.05286199779623	0.154670956200326	0.0368589648927955	0.0444774359637378	1.80113207169388	0.229552444567749	0.0465364163585728	0.0623514487432441	0.232665260128148	0.971254860216139	0.0509946042762438	0.0288994114220592	0.408250193596152	1.56967772174136	0.0585326436512295	0.177425736837243	0.198482114034871	0.352892583104109	0.028951274683884	0.0554982015972088	0.994505342103687	0.00418204385062573	0.00305929930496176	0.00570296802066843	0.0140783567177086	0.0052362450169065	0.00504521326877393	0.0220080237740255	0.00413809947018793	0.0268897657885384	0.140452562309982	0.0162908587465275	0.082373989376509	0.077498916348398	0.0159467907083478	0.016674137007005	0.350706257867498	0.0207843380111973	0.0316582766675991	0.0305450091673159
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.194096278464485	0.000113794061468201	2.2282435436619	0.0869657668470246	0.000673639442873248	0.000147220789702587	0.0192358012812303	0.344487037102357	0.000120706799069158	0.00421953263495752	0.885945535345218	0.106221874620459	0.00183766324059035	0.000639616998643743	1.71826709087855	0.154058717485146	0.00011404457910061	0.000140576504948198	0.202648257090059	0.331184356603025	0.000811085113423745	4.28730125735899e-05	0.226943289858104	1.40544526549728	0.000574032210555428	0.000479115378643827	0.0197496331523899	0.302872678195892	2.29824014051148e-05	0.000347217326431364	0.728832785637875	0.000604356349641149	0.00030733963632985	0	0.000265411282831756	3.32298147015197e-05	8.93569918300952e-05	0.000156511638109358	5.32500025246995e-05	4.01278462182402e-05	0	0.000711045128793317	0.00018267808273522	0.000192258907731816	0.000284728918566077	0	1.5497045063183e-05	4.38313382825977e-05	0.000120222833199127	5.29043547136862e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.194096278464485	0.000113794061468201	2.2282435436619	0.0869657668470246	0.000673639442873248	0.000147220789702587	0.0192358012812303	0.344487037102357	0.000120706799069158	0.00421953263495752	0.885945535345218	0.106221874620459	0.00183766324059035	0.000639616998643743	1.71826709087855	0.154058717485146	0.00011404457910061	0.000140576504948198	0.202648257090059	0.331184356603025	0.000811085113423745	4.28730125735899e-05	0.226943289858104	1.40544526549728	0.000574032210555428	0.000479115378643827	0.0197496331523899	0.302872678195892	2.29824014051148e-05	0.000347217326431364	0.728832785637875	0.000604356349641149	0.00030733963632985	0	0.000265411282831756	3.32298147015197e-05	8.93569918300952e-05	0.000156511638109358	5.32500025246995e-05	4.01278462182402e-05	0	0.000711045128793317	0.00018267808273522	0.000192258907731816	0.000284728918566077	0	1.5497045063183e-05	4.38313382825977e-05	0.000120222833199127	5.29043547136862e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.194096278464485	0.000113794061468201	2.2282435436619	0.0869657668470246	0.000673639442873248	0.000147220789702587	0.0192358012812303	0.344487037102357	0.000120706799069158	0.00421953263495752	0.885945535345218	0.106221874620459	0.00183766324059035	0.000639616998643743	1.71826709087855	0.154058717485146	0.00011404457910061	0.000140576504948198	0.202648257090059	0.331184356603025	0.000811085113423745	4.28730125735899e-05	0.226943289858104	1.40544526549728	0.000574032210555428	0.000479115378643827	0.0197496331523899	0.302872678195892	2.29824014051148e-05	0.000347217326431364	0.728832785637875	0.000604356349641149	0.00030733963632985	0	0.000265411282831756	3.32298147015197e-05	8.93569918300952e-05	0.000156511638109358	5.32500025246995e-05	4.01278462182402e-05	0	0.000711045128793317	0.00018267808273522	0.000192258907731816	0.000284728918566077	0	1.5497045063183e-05	4.38313382825977e-05	0.000120222833199127	5.29043547136862e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0.000613017965897425	0.000113794061468201	0.00184598886982982	0.000719809357558178	0.000673639442873248	8.37479464523854e-05	0.000198016467728855	0.00266251111459011	0.000111064217191036	0.000707685099113419	0.00654402388482216	0.00141681524231222	5.65533600161757e-05	0.000451177027591245	0.00155002100276398	0.000926446528537722	9.73833120546739e-05	0.000140576504948198	0.00253681963848245	0.00413187991837023	0.000614859908077202	4.28730125735899e-05	0.00295207651233519	1.0638188356075	0.000512428719965906	0.000427840103810015	0.000388933714407294	0.00236433235541109	2.29824014051148e-05	0.000347217326431364	0.00239515364642323	0.000604356349641149	0.00030733963632985	0	0.000165672875666683	3.32298147015197e-05	4.25065793674628e-05	0.000156511638109358	1.83205481852047e-05	4.01278462182402e-05	0	0.00041314874955713	0.00018267808273522	0.000192258907731816	0.000284728918566077	0	1.5497045063183e-05	4.38313382825977e-05	0.000120222833199127	5.29043547136862e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__SGB17244	0.000613017965897425	0.000113794061468201	0.00184598886982982	0.000719809357558178	0.000673639442873248	8.37479464523854e-05	0.000198016467728855	0.00266251111459011	0.000111064217191036	0.000707685099113419	0.00654402388482216	0.00141681524231222	5.65533600161757e-05	0.000451177027591245	0.00155002100276398	0.000926446528537722	9.73833120546739e-05	0.000140576504948198	0.00253681963848245	0.00413187991837023	0.000614859908077202	4.28730125735899e-05	0.00295207651233519	1.0638188356075	0.000512428719965906	0.000427840103810015	0.000388933714407294	0.00236433235541109	2.29824014051148e-05	0.000347217326431364	0.00239515364642323	0.000604356349641149	0.00030733963632985	0	0.000165672875666683	3.32298147015197e-05	4.25065793674628e-05	0.000156511638109358	1.83205481852047e-05	4.01278462182402e-05	0	0.00041314874955713	0.00018267808273522	0.000192258907731816	0.000284728918566077	0	1.5497045063183e-05	4.38313382825977e-05	0.000120222833199127	5.29043547136862e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0.049348108798963	0	0.782082114958519	0.0128178158381809	0	0	2.72815212537183e-05	0.0548034866092211	0	0.00038783344108439	0.276332893752625	0.0261210273475213	0.00045749072330172	0.000104297059993363	1.51428739555279	0.0273716785701758	1.66612670459358e-05	0	0.0822371956729367	0.0440806309058595	6.16085165869285e-06	0	0.0387199654979537	0.0262298075060834	6.16034905895219e-05	0	0.000391433061739226	0.090572277477473	0	0	0.350297838910437	0	0	0	4.72414962671942e-05	0	4.68504124626324e-05	0	1.0757387818375e-05	0	0	6.84373585520664e-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__SGB17278	0.049348108798963	0	0.782082114958519	0.0128178158381809	0	0	2.72815212537183e-05	0.0548034866092211	0	0.00038783344108439	0.276332893752625	0.0261210273475213	0.00045749072330172	0.000104297059993363	1.51428739555279	0.0273716785701758	1.66612670459358e-05	0	0.0822371956729367	0.0440806309058595	6.16085165869285e-06	0	0.0387199654979537	0.0262298075060834	6.16034905895219e-05	0	0.000391433061739226	0.090572277477473	0	0	0.350297838910437	0	0	0	4.72414962671942e-05	0	4.68504124626324e-05	0	1.0757387818375e-05	0	0	6.84373585520664e-05	0	0	0	0	0	0	0	0
